@relation letter-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
29.444864,12.124356,19.052559,39.837169,-45.033321,29.444864,-36.373067,12.124356,-25.980762,-45.033321,J
27.712813,12.124356,25.980762,34.641016,-34.641016,5.196152,-19.052559,6.928203,-10.392305,-39.837169,X
3.464102,-1.732051,20.78461,29.444864,-13.856406,10.392305,-13.856406,0,0,-19.052559,T
38.105118,22.51666,32.908965,39.837169,-48.497423,5.196152,-19.052559,10.392305,-12.124356,-41.569219,E
10.392305,6.928203,15.588457,31.176915,-25.980762,22.51666,-25.980762,3.464102,-12.124356,-22.51666,I
50.229473,22.51666,27.712813,45.033321,-57.157677,22.51666,-24.248711,10.392305,-12.124356,-41.569219,S
48.497423,13.856406,27.712813,41.569219,-62.353829,22.51666,-29.444864,13.856406,-20.78461,-53.693575,O
20.78461,10.392305,22.51666,36.373067,-32.908965,10.392305,-20.78461,6.928203,-8.660254,-41.569219,Y
24.248711,-1.732051,22.51666,36.373067,-20.78461,5.196152,-13.856406,1.732051,1.732051,-13.856406,G
48.497423,24.248711,25.980762,43.30127,-60.621778,34.641016,-38.105118,13.856406,-36.373067,-58.889727,H
22.51666,3.464102,43.30127,38.105118,-31.176915,-3.464102,-20.78461,5.196152,-20.78461,-46.765372,W
43.30127,22.51666,25.980762,46.765372,-60.621778,27.712813,-38.105118,13.856406,-29.444864,-64.08588,S
43.30127,10.392305,17.320508,34.641016,-41.569219,0,-15.588457,8.660254,-1.732051,-38.105118,B
45.033321,31.176915,25.980762,32.908965,-57.157677,10.392305,-25.980762,13.856406,-27.712813,-62.353829,D
25.980762,13.856406,25.980762,38.105118,-39.837169,24.248711,-22.51666,8.660254,-13.856406,-34.641016,A
39.837169,20.78461,17.320508,36.373067,-53.693575,32.908965,-29.444864,12.124356,-20.78461,-41.569219,B
27.712813,17.320508,24.248711,24.248711,-34.641016,13.856406,-25.980762,6.928203,-24.248711,-45.033321,Y
38.105118,13.856406,19.052559,32.908965,-41.569219,19.052559,-25.980762,8.660254,-19.052559,-38.105118,B
31.176915,10.392305,19.052559,31.176915,-38.105118,15.588457,-19.052559,8.660254,-10.392305,-29.444864,O
22.51666,-5.196152,15.588457,25.980762,-20.78461,6.928203,-17.320508,3.464102,-8.660254,-20.78461,D
41.569219,5.196152,22.51666,39.837169,-43.30127,3.464102,-19.052559,8.660254,-5.196152,-36.373067,R
32.908965,5.196152,32.908965,45.033321,-48.497423,-3.464102,-17.320508,10.392305,-3.464102,-38.105118,K
19.052559,-15.588457,34.641016,31.176915,-15.588457,-8.660254,-15.588457,0,-12.124356,-25.980762,M
25.980762,1.732051,31.176915,32.908965,-34.641016,-3.464102,-19.052559,6.928203,-15.588457,-38.105118,N
19.052559,1.732051,27.712813,34.641016,-29.444864,3.464102,-13.856406,8.660254,-1.732051,-41.569219,Y
32.908965,0,22.51666,34.641016,-34.641016,3.464102,-19.052559,6.928203,-8.660254,-31.176915,O
34.641016,3.464102,29.444864,38.105118,-38.105118,3.464102,-15.588457,8.660254,-3.464102,-31.176915,Q
22.51666,22.51666,13.856406,31.176915,-48.497423,17.320508,-15.588457,13.856406,-1.732051,-41.569219,I
41.569219,15.588457,27.712813,43.30127,-43.30127,15.588457,-22.51666,6.928203,-12.124356,-36.373067,S
32.908965,6.928203,32.908965,34.641016,-34.641016,3.464102,-22.51666,6.928203,-22.51666,-34.641016,N
31.176915,20.78461,17.320508,25.980762,-38.105118,24.248711,-27.712813,8.660254,-20.78461,-41.569219,F
45.033321,-6.928203,34.641016,38.105118,-48.497423,-6.928203,-20.78461,12.124356,-20.78461,-60.621778,M
19.052559,8.660254,17.320508,34.641016,-36.373067,27.712813,-31.176915,8.660254,-19.052559,-32.908965,J
39.837169,15.588457,20.78461,41.569219,-50.229473,13.856406,-22.51666,10.392305,-12.124356,-41.569219,E
38.105118,13.856406,22.51666,36.373067,-51.961524,27.712813,-34.641016,13.856406,-32.908965,-55.425626,N
29.444864,3.464102,22.51666,34.641016,-32.908965,6.928203,-20.78461,5.196152,-13.856406,-31.176915,H
24.248711,10.392305,19.052559,39.837169,-31.176915,19.052559,-27.712813,5.196152,-15.588457,-31.176915,E
43.30127,22.51666,27.712813,41.569219,-46.765372,13.856406,-22.51666,10.392305,-19.052559,-41.569219,K
31.176915,12.124356,22.51666,45.033321,-38.105118,-3.464102,-17.320508,6.928203,-1.732051,-27.712813,E
31.176915,15.588457,27.712813,38.105118,-43.30127,12.124356,-22.51666,10.392305,-13.856406,-39.837169,A
45.033321,15.588457,43.30127,36.373067,-45.033321,-8.660254,-22.51666,10.392305,-34.641016,-60.621778,W
36.373067,25.980762,19.052559,46.765372,-58.889727,31.176915,-27.712813,13.856406,-15.588457,-45.033321,L
46.765372,3.464102,25.980762,43.30127,-45.033321,5.196152,-20.78461,12.124356,-6.928203,-34.641016,R
46.765372,10.392305,13.856406,34.641016,-55.425626,12.124356,-20.78461,12.124356,-8.660254,-45.033321,D
36.373067,10.392305,32.908965,36.373067,-46.765372,12.124356,-20.78461,12.124356,-15.588457,-39.837169,Y
39.837169,10.392305,19.052559,43.30127,-45.033321,-3.464102,-20.78461,12.124356,-8.660254,-46.765372,C
43.30127,24.248711,25.980762,43.30127,-48.497423,15.588457,-22.51666,10.392305,-12.124356,-43.30127,X
22.51666,13.856406,20.78461,34.641016,-34.641016,17.320508,-25.980762,6.928203,-19.052559,-36.373067,X
43.30127,13.856406,36.373067,38.105118,-50.229473,1.732051,-17.320508,15.588457,-10.392305,-46.765372,Q
31.176915,13.856406,32.908965,39.837169,-48.497423,6.928203,-22.51666,13.856406,-12.124356,-69.282032,Y
32.908965,15.588457,25.980762,36.373067,-41.569219,6.928203,-20.78461,10.392305,-12.124356,-48.497423,X
38.105118,13.856406,27.712813,45.033321,-53.693575,25.980762,-32.908965,12.124356,-32.908965,-58.889727,M
31.176915,10.392305,29.444864,41.569219,-43.30127,3.464102,-29.444864,10.392305,-20.78461,-50.229473,C
29.444864,13.856406,15.588457,31.176915,-39.837169,22.51666,-32.908965,10.392305,-24.248711,-48.497423,Y
39.837169,12.124356,27.712813,34.641016,-34.641016,1.732051,-17.320508,6.928203,-6.928203,-31.176915,S
48.497423,29.444864,34.641016,48.497423,-62.353829,13.856406,-27.712813,13.856406,-22.51666,-51.961524,E
46.765372,31.176915,24.248711,48.497423,-69.282032,38.105118,-32.908965,15.588457,-19.052559,-55.425626,Z
20.78461,5.196152,22.51666,32.908965,-29.444864,5.196152,-19.052559,5.196152,-10.392305,-41.569219,T
36.373067,12.124356,20.78461,45.033321,-46.765372,-0,-17.320508,10.392305,-3.464102,-43.30127,C
38.105118,17.320508,34.641016,45.033321,-43.30127,5.196152,-20.78461,8.660254,-10.392305,-38.105118,C
22.51666,-17.320508,34.641016,31.176915,-17.320508,-8.660254,-15.588457,1.732051,-12.124356,-27.712813,M
36.373067,15.588457,34.641016,36.373067,-46.765372,3.464102,-22.51666,10.392305,-17.320508,-50.229473,O
34.641016,15.588457,24.248711,43.30127,-45.033321,17.320508,-19.052559,6.928203,-5.196152,-32.908965,K
20.78461,8.660254,17.320508,32.908965,-22.51666,6.928203,-15.588457,1.732051,-5.196152,-24.248711,X
31.176915,-3.464102,25.980762,36.373067,-24.248711,1.732051,-17.320508,3.464102,-3.464102,-20.78461,R
22.51666,5.196152,38.105118,32.908965,-34.641016,1.732051,-24.248711,6.928203,-22.51666,-41.569219,W
12.124356,-6.928203,31.176915,36.373067,-17.320508,-3.464102,-13.856406,0,0,-15.588457,K
53.693575,20.78461,38.105118,45.033321,-60.621778,15.588457,-27.712813,12.124356,-31.176915,-50.229473,W
38.105118,22.51666,32.908965,39.837169,-46.765372,3.464102,-19.052559,10.392305,-12.124356,-43.30127,E
41.569219,24.248711,13.856406,36.373067,-48.497423,24.248711,-22.51666,10.392305,-10.392305,-38.105118,Z
25.980762,1.732051,32.908965,38.105118,-27.712813,3.464102,-17.320508,5.196152,-5.196152,-27.712813,Q
36.373067,12.124356,20.78461,31.176915,-29.444864,8.660254,-17.320508,5.196152,-6.928203,-27.712813,S
41.569219,17.320508,20.78461,34.641016,-48.497423,20.78461,-27.712813,10.392305,-22.51666,-50.229473,G
46.765372,22.51666,27.712813,50.229473,-58.889727,8.660254,-24.248711,13.856406,-15.588457,-51.961524,K
20.78461,10.392305,22.51666,39.837169,-38.105118,12.124356,-15.588457,6.928203,-1.732051,-43.30127,Y
50.229473,15.588457,17.320508,36.373067,-50.229473,6.928203,-19.052559,12.124356,-5.196152,-43.30127,B
32.908965,19.052559,20.78461,41.569219,-45.033321,19.052559,-32.908965,10.392305,-27.712813,-55.425626,X
24.248711,1.732051,29.444864,39.837169,-25.980762,0,-19.052559,3.464102,-13.856406,-27.712813,K
22.51666,5.196152,19.052559,34.641016,-32.908965,19.052559,-20.78461,5.196152,-6.928203,-24.248711,R
38.105118,13.856406,22.51666,38.105118,-46.765372,17.320508,-25.980762,12.124356,-19.052559,-41.569219,O
27.712813,13.856406,22.51666,31.176915,-45.033321,20.78461,-22.51666,8.660254,-13.856406,-48.497423,V
24.248711,0,17.320508,27.712813,-24.248711,5.196152,-17.320508,3.464102,-8.660254,-24.248711,D
39.837169,17.320508,29.444864,39.837169,-53.693575,12.124356,-24.248711,12.124356,-22.51666,-60.621778,U
22.51666,12.124356,13.856406,32.908965,-25.980762,19.052559,-27.712813,3.464102,-17.320508,-25.980762,Z
29.444864,19.052559,25.980762,32.908965,-46.765372,25.980762,-25.980762,10.392305,-20.78461,-39.837169,F
45.033321,12.124356,20.78461,46.765372,-41.569219,-6.928203,-20.78461,13.856406,-8.660254,-38.105118,E
39.837169,20.78461,29.444864,39.837169,-43.30127,22.51666,-24.248711,6.928203,-13.856406,-32.908965,S
38.105118,12.124356,22.51666,45.033321,-45.033321,5.196152,-29.444864,12.124356,-19.052559,-53.693575,C
24.248711,13.856406,15.588457,31.176915,-31.176915,22.51666,-24.248711,5.196152,-12.124356,-27.712813,S
34.641016,5.196152,25.980762,36.373067,-32.908965,5.196152,-20.78461,10.392305,-12.124356,-39.837169,X
45.033321,17.320508,19.052559,32.908965,-46.765372,13.856406,-20.78461,10.392305,-12.124356,-38.105118,S
48.497423,-5.196152,31.176915,38.105118,-57.157677,1.732051,-22.51666,13.856406,-13.856406,-53.693575,H
43.30127,13.856406,32.908965,38.105118,-53.693575,6.928203,-27.712813,13.856406,-25.980762,-51.961524,O
41.569219,10.392305,32.908965,39.837169,-43.30127,-15.588457,-13.856406,10.392305,-10.392305,-46.765372,U
57.157677,19.052559,34.641016,46.765372,-60.621778,13.856406,-29.444864,12.124356,-31.176915,-53.693575,W
20.78461,5.196152,20.78461,36.373067,-29.444864,20.78461,-22.51666,3.464102,-8.660254,-22.51666,R
22.51666,6.928203,17.320508,31.176915,-29.444864,20.78461,-24.248711,5.196152,-15.588457,-27.712813,D
25.980762,12.124356,29.444864,36.373067,-48.497423,5.196152,-19.052559,12.124356,-8.660254,-50.229473,T
29.444864,13.856406,25.980762,38.105118,-51.961524,12.124356,-20.78461,12.124356,-10.392305,-53.693575,T
34.641016,20.78461,24.248711,39.837169,-51.961524,27.712813,-25.980762,13.856406,-13.856406,-41.569219,A
22.51666,1.732051,41.569219,38.105118,-31.176915,3.464102,-20.78461,6.928203,-19.052559,-41.569219,W
32.908965,13.856406,20.78461,24.248711,-43.30127,13.856406,-31.176915,12.124356,-27.712813,-53.693575,T
38.105118,17.320508,34.641016,32.908965,-53.693575,6.928203,-24.248711,12.124356,-20.78461,-67.549981,V
27.712813,-5.196152,27.712813,41.569219,-32.908965,12.124356,-27.712813,6.928203,-15.588457,-31.176915,J
38.105118,10.392305,51.961524,43.30127,-58.889727,5.196152,-25.980762,10.392305,-32.908965,-51.961524,W
32.908965,19.052559,19.052559,39.837169,-48.497423,19.052559,-22.51666,12.124356,-8.660254,-41.569219,I
31.176915,-20.78461,34.641016,32.908965,-20.78461,-19.052559,-13.856406,3.464102,-8.660254,-27.712813,N
41.569219,0,20.78461,38.105118,-36.373067,-1.732051,-19.052559,12.124356,-10.392305,-43.30127,O
25.980762,5.196152,19.052559,36.373067,-29.444864,8.660254,-17.320508,3.464102,-3.464102,-24.248711,E
27.712813,8.660254,19.052559,31.176915,-34.641016,12.124356,-17.320508,6.928203,-8.660254,-31.176915,R
39.837169,10.392305,25.980762,41.569219,-53.693575,12.124356,-19.052559,10.392305,-3.464102,-34.641016,R
13.856406,5.196152,15.588457,32.908965,-24.248711,10.392305,-15.588457,3.464102,-1.732051,-13.856406,L
24.248711,-1.732051,24.248711,36.373067,-19.052559,1.732051,-13.856406,1.732051,1.732051,-15.588457,G
36.373067,13.856406,45.033321,41.569219,-53.693575,12.124356,-29.444864,10.392305,-41.569219,-53.693575,M
24.248711,6.928203,19.052559,25.980762,-27.712813,12.124356,-29.444864,6.928203,-22.51666,-41.569219,Y
34.641016,-12.124356,25.980762,32.908965,-32.908965,-12.124356,-15.588457,6.928203,-6.928203,-48.497423,U
36.373067,17.320508,51.961524,45.033321,-58.889727,1.732051,-29.444864,13.856406,-31.176915,-62.353829,W
39.837169,-12.124356,34.641016,34.641016,-38.105118,-17.320508,-15.588457,8.660254,-12.124356,-45.033321,N
36.373067,19.052559,32.908965,45.033321,-55.425626,29.444864,-34.641016,12.124356,-24.248711,-53.693575,S
31.176915,12.124356,36.373067,43.30127,-46.765372,10.392305,-20.78461,8.660254,-13.856406,-41.569219,G
32.908965,8.660254,27.712813,39.837169,-39.837169,-0,-27.712813,10.392305,-19.052559,-48.497423,C
27.712813,5.196152,12.124356,29.444864,-41.569219,-10.392305,-6.928203,10.392305,6.928203,-32.908965,L
38.105118,13.856406,19.052559,38.105118,-41.569219,12.124356,-32.908965,10.392305,-27.712813,-50.229473,E
31.176915,20.78461,15.588457,39.837169,-50.229473,12.124356,-20.78461,13.856406,-10.392305,-39.837169,L
27.712813,3.464102,32.908965,38.105118,-36.373067,5.196152,-20.78461,12.124356,-10.392305,-55.425626,Y
24.248711,-1.732051,24.248711,36.373067,-29.444864,-1.732051,-19.052559,5.196152,-10.392305,-36.373067,U
19.052559,17.320508,15.588457,32.908965,-43.30127,27.712813,-29.444864,10.392305,-17.320508,-39.837169,I
34.641016,1.732051,25.980762,39.837169,-46.765372,17.320508,-29.444864,13.856406,-17.320508,-43.30127,J
36.373067,-15.588457,36.373067,34.641016,-32.908965,-8.660254,-19.052559,8.660254,-19.052559,-45.033321,M
17.320508,13.856406,17.320508,34.641016,-41.569219,20.78461,-17.320508,10.392305,-3.464102,-45.033321,T
32.908965,10.392305,22.51666,36.373067,-36.373067,-1.732051,-17.320508,6.928203,-8.660254,-32.908965,E
10.392305,3.464102,29.444864,27.712813,-20.78461,5.196152,-19.052559,1.732051,-8.660254,-27.712813,V
45.033321,20.78461,12.124356,34.641016,-51.961524,8.660254,-17.320508,13.856406,-5.196152,-43.30127,Z
19.052559,1.732051,22.51666,29.444864,-20.78461,-0,-22.51666,3.464102,-17.320508,-31.176915,U
32.908965,6.928203,27.712813,45.033321,-36.373067,6.928203,-27.712813,6.928203,-15.588457,-36.373067,G
22.51666,10.392305,25.980762,34.641016,-34.641016,12.124356,-19.052559,6.928203,-8.660254,-29.444864,A
39.837169,19.052559,15.588457,36.373067,-50.229473,34.641016,-25.980762,15.588457,-12.124356,-36.373067,Z
31.176915,17.320508,20.78461,43.30127,-45.033321,27.712813,-29.444864,8.660254,-17.320508,-38.105118,E
34.641016,0,27.712813,43.30127,-43.30127,13.856406,-29.444864,12.124356,-17.320508,-46.765372,J
31.176915,15.588457,25.980762,39.837169,-50.229473,34.641016,-38.105118,10.392305,-34.641016,-51.961524,N
41.569219,22.51666,25.980762,45.033321,-58.889727,6.928203,-20.78461,13.856406,-10.392305,-48.497423,K
29.444864,15.588457,34.641016,32.908965,-43.30127,3.464102,-22.51666,8.660254,-27.712813,-62.353829,W
45.033321,15.588457,1.732051,38.105118,-41.569219,20.78461,-25.980762,13.856406,-12.124356,-38.105118,Z
43.30127,12.124356,25.980762,32.908965,-55.425626,13.856406,-24.248711,13.856406,-17.320508,-50.229473,O
36.373067,19.052559,13.856406,27.712813,-51.961524,22.51666,-27.712813,13.856406,-15.588457,-50.229473,P
38.105118,22.51666,25.980762,32.908965,-53.693575,12.124356,-22.51666,13.856406,-19.052559,-71.014083,V
27.712813,13.856406,22.51666,34.641016,-43.30127,20.78461,-20.78461,10.392305,-12.124356,-34.641016,A
38.105118,8.660254,17.320508,34.641016,-48.497423,15.588457,-22.51666,10.392305,-12.124356,-41.569219,O
34.641016,12.124356,39.837169,39.837169,-48.497423,6.928203,-20.78461,8.660254,-17.320508,-43.30127,O
46.765372,24.248711,19.052559,39.837169,-53.693575,20.78461,-27.712813,13.856406,-22.51666,-46.765372,T
22.51666,8.660254,27.712813,32.908965,-38.105118,8.660254,-22.51666,8.660254,-12.124356,-46.765372,V
17.320508,10.392305,17.320508,36.373067,-31.176915,13.856406,-19.052559,6.928203,-5.196152,-22.51666,L
10.392305,8.660254,15.588457,29.444864,-25.980762,22.51666,-25.980762,5.196152,-13.856406,-24.248711,I
24.248711,19.052559,15.588457,25.980762,-41.569219,29.444864,-27.712813,8.660254,-15.588457,-38.105118,I
17.320508,-5.196152,27.712813,32.908965,-20.78461,-3.464102,-13.856406,3.464102,-5.196152,-27.712813,U
34.641016,13.856406,43.30127,39.837169,-50.229473,6.928203,-24.248711,10.392305,-22.51666,-46.765372,V
36.373067,22.51666,20.78461,34.641016,-50.229473,34.641016,-29.444864,10.392305,-19.052559,-43.30127,F
36.373067,13.856406,24.248711,31.176915,-43.30127,17.320508,-25.980762,12.124356,-22.51666,-41.569219,F
25.980762,3.464102,41.569219,36.373067,-39.837169,-5.196152,-20.78461,8.660254,-20.78461,-51.961524,W
22.51666,19.052559,13.856406,32.908965,-46.765372,27.712813,-29.444864,13.856406,-17.320508,-45.033321,I
31.176915,8.660254,24.248711,32.908965,-38.105118,-1.732051,-24.248711,10.392305,-20.78461,-48.497423,U
41.569219,12.124356,36.373067,32.908965,-43.30127,1.732051,-22.51666,10.392305,-27.712813,-50.229473,W
38.105118,-19.052559,32.908965,34.641016,-29.444864,-8.660254,-19.052559,6.928203,-10.392305,-31.176915,H
41.569219,-8.660254,34.641016,34.641016,-43.30127,-19.052559,-15.588457,10.392305,-12.124356,-50.229473,N
43.30127,10.392305,31.176915,39.837169,-45.033321,8.660254,-22.51666,13.856406,-13.856406,-43.30127,Q
22.51666,-3.464102,15.588457,31.176915,-29.444864,-15.588457,-5.196152,8.660254,8.660254,-17.320508,L
34.641016,6.928203,22.51666,39.837169,-43.30127,3.464102,-17.320508,8.660254,-3.464102,-36.373067,L
20.78461,8.660254,29.444864,36.373067,-34.641016,6.928203,-19.052559,6.928203,-8.660254,-45.033321,V
19.052559,12.124356,12.124356,29.444864,-22.51666,17.320508,-24.248711,3.464102,-13.856406,-25.980762,Z
51.961524,20.78461,43.30127,46.765372,-62.353829,8.660254,-24.248711,13.856406,-19.052559,-51.961524,G
36.373067,6.928203,24.248711,32.908965,-38.105118,6.928203,-20.78461,8.660254,-15.588457,-38.105118,U
34.641016,25.980762,34.641016,41.569219,-55.425626,15.588457,-29.444864,12.124356,-25.980762,-62.353829,K
41.569219,29.444864,22.51666,41.569219,-57.157677,22.51666,-25.980762,12.124356,-13.856406,-50.229473,Q
45.033321,27.712813,32.908965,50.229473,-65.817931,29.444864,-31.176915,13.856406,-24.248711,-62.353829,A
39.837169,0,22.51666,34.641016,-36.373067,-3.464102,-15.588457,12.124356,-6.928203,-36.373067,Q
24.248711,-17.320508,31.176915,31.176915,-19.052559,-10.392305,-15.588457,1.732051,-6.928203,-20.78461,H
22.51666,8.660254,15.588457,36.373067,-31.176915,24.248711,-25.980762,5.196152,-13.856406,-25.980762,X
12.124356,12.124356,13.856406,29.444864,-31.176915,25.980762,-27.712813,6.928203,-15.588457,-29.444864,I
27.712813,10.392305,32.908965,36.373067,-38.105118,8.660254,-20.78461,6.928203,-17.320508,-34.641016,R
41.569219,24.248711,34.641016,36.373067,-53.693575,5.196152,-19.052559,12.124356,-20.78461,-48.497423,K
39.837169,13.856406,24.248711,27.712813,-51.961524,10.392305,-24.248711,13.856406,-20.78461,-51.961524,P
20.78461,5.196152,17.320508,25.980762,-27.712813,19.052559,-31.176915,5.196152,-22.51666,-32.908965,F
53.693575,12.124356,32.908965,46.765372,-55.425626,-0,-25.980762,13.856406,-22.51666,-58.889727,O
38.105118,0,24.248711,38.105118,-36.373067,0,-17.320508,10.392305,-6.928203,-36.373067,Q
17.320508,6.928203,17.320508,22.51666,-24.248711,12.124356,-24.248711,5.196152,-17.320508,-31.176915,T
36.373067,20.78461,17.320508,27.712813,-43.30127,13.856406,-29.444864,13.856406,-27.712813,-58.889727,Y
32.908965,8.660254,29.444864,39.837169,-46.765372,5.196152,-20.78461,12.124356,-12.124356,-67.549981,V
34.641016,20.78461,12.124356,38.105118,-51.961524,22.51666,-24.248711,13.856406,-13.856406,-43.30127,L
27.712813,13.856406,19.052559,25.980762,-41.569219,15.588457,-24.248711,10.392305,-17.320508,-43.30127,F
41.569219,22.51666,19.052559,43.30127,-57.157677,29.444864,-34.641016,13.856406,-24.248711,-50.229473,E
29.444864,-1.732051,27.712813,45.033321,-29.444864,-3.464102,-19.052559,5.196152,-3.464102,-24.248711,C
41.569219,24.248711,27.712813,43.30127,-55.425626,25.980762,-29.444864,10.392305,-22.51666,-51.961524,B
38.105118,15.588457,19.052559,29.444864,-51.961524,15.588457,-27.712813,13.856406,-22.51666,-53.693575,F
39.837169,15.588457,24.248711,34.641016,-38.105118,13.856406,-20.78461,10.392305,-13.856406,-36.373067,I
34.641016,13.856406,17.320508,32.908965,-51.961524,29.444864,-27.712813,12.124356,-19.052559,-41.569219,D
45.033321,-17.320508,31.176915,34.641016,-38.105118,-12.124356,-19.052559,12.124356,-10.392305,-38.105118,H
43.30127,20.78461,34.641016,32.908965,-57.157677,8.660254,-24.248711,13.856406,-22.51666,-71.014083,V
38.105118,19.052559,13.856406,38.105118,-50.229473,36.373067,-29.444864,10.392305,-15.588457,-38.105118,B
34.641016,17.320508,25.980762,39.837169,-48.497423,29.444864,-34.641016,10.392305,-24.248711,-50.229473,S
25.980762,-19.052559,27.712813,32.908965,-17.320508,-12.124356,-17.320508,1.732051,-8.660254,-34.641016,U
29.444864,15.588457,22.51666,41.569219,-43.30127,22.51666,-29.444864,8.660254,-19.052559,-39.837169,E
27.712813,17.320508,27.712813,38.105118,-43.30127,20.78461,-31.176915,8.660254,-20.78461,-46.765372,S
29.444864,13.856406,17.320508,31.176915,-45.033321,27.712813,-25.980762,10.392305,-17.320508,-36.373067,D
32.908965,15.588457,12.124356,29.444864,-31.176915,17.320508,-29.444864,6.928203,-22.51666,-39.837169,Z
41.569219,12.124356,25.980762,31.176915,-36.373067,0,-19.052559,8.660254,-15.588457,-34.641016,A
50.229473,-8.660254,34.641016,38.105118,-50.229473,-17.320508,-17.320508,13.856406,-13.856406,-57.157677,N
22.51666,-19.052559,29.444864,31.176915,-13.856406,-10.392305,-15.588457,0,-5.196152,-19.052559,H
27.712813,10.392305,38.105118,32.908965,-38.105118,1.732051,-25.980762,8.660254,-27.712813,-51.961524,W
27.712813,3.464102,13.856406,31.176915,-39.837169,-13.856406,-6.928203,10.392305,6.928203,-29.444864,L
38.105118,17.320508,34.641016,34.641016,-45.033321,8.660254,-20.78461,8.660254,-20.78461,-43.30127,H
41.569219,17.320508,19.052559,38.105118,-53.693575,15.588457,-22.51666,12.124356,-13.856406,-45.033321,R
45.033321,10.392305,24.248711,43.30127,-53.693575,17.320508,-27.712813,10.392305,-20.78461,-45.033321,H
32.908965,6.928203,22.51666,24.248711,-36.373067,6.928203,-31.176915,10.392305,-25.980762,-48.497423,F
39.837169,6.928203,22.51666,34.641016,-48.497423,12.124356,-25.980762,12.124356,-17.320508,-45.033321,O
24.248711,-17.320508,32.908965,31.176915,-19.052559,-15.588457,-12.124356,1.732051,-5.196152,-22.51666,N
20.78461,3.464102,15.588457,29.444864,-36.373067,-15.588457,-3.464102,8.660254,10.392305,-22.51666,L
36.373067,24.248711,25.980762,41.569219,-53.693575,27.712813,-34.641016,10.392305,-29.444864,-53.693575,X
32.908965,10.392305,31.176915,34.641016,-38.105118,3.464102,-20.78461,8.660254,-20.78461,-39.837169,N
32.908965,20.78461,20.78461,41.569219,-53.693575,31.176915,-25.980762,10.392305,-13.856406,-46.765372,D
32.908965,20.78461,17.320508,29.444864,-48.497423,13.856406,-29.444864,13.856406,-22.51666,-55.425626,F
34.641016,12.124356,19.052559,32.908965,-50.229473,25.980762,-27.712813,10.392305,-19.052559,-39.837169,D
36.373067,12.124356,27.712813,32.908965,-34.641016,10.392305,-22.51666,6.928203,-27.712813,-41.569219,M
39.837169,25.980762,17.320508,32.908965,-48.497423,17.320508,-29.444864,13.856406,-22.51666,-51.961524,Z
50.229473,24.248711,32.908965,46.765372,-60.621778,17.320508,-27.712813,13.856406,-17.320508,-48.497423,E
27.712813,6.928203,24.248711,36.373067,-38.105118,6.928203,-19.052559,6.928203,-10.392305,-32.908965,H
45.033321,12.124356,19.052559,34.641016,-46.765372,13.856406,-20.78461,10.392305,-10.392305,-39.837169,H
32.908965,13.856406,8.660254,31.176915,-48.497423,1.732051,-13.856406,13.856406,-5.196152,-36.373067,L
15.588457,3.464102,17.320508,34.641016,-27.712813,13.856406,-17.320508,6.928203,-3.464102,-36.373067,T
32.908965,-13.856406,34.641016,34.641016,-29.444864,-6.928203,-20.78461,6.928203,-19.052559,-43.30127,M
20.78461,-17.320508,27.712813,31.176915,-13.856406,-12.124356,-15.588457,0,-5.196152,-29.444864,U
36.373067,15.588457,24.248711,32.908965,-45.033321,27.712813,-32.908965,8.660254,-25.980762,-46.765372,P
46.765372,13.856406,38.105118,45.033321,-53.693575,13.856406,-29.444864,10.392305,-36.373067,-51.961524,M
50.229473,6.928203,19.052559,48.497423,-48.497423,10.392305,-22.51666,13.856406,-6.928203,-43.30127,G
34.641016,15.588457,29.444864,41.569219,-51.961524,10.392305,-22.51666,10.392305,-15.588457,-55.425626,U
41.569219,13.856406,24.248711,45.033321,-48.497423,15.588457,-34.641016,12.124356,-29.444864,-55.425626,H
34.641016,-1.732051,22.51666,25.980762,-29.444864,10.392305,-25.980762,6.928203,-13.856406,-27.712813,P
36.373067,6.928203,20.78461,43.30127,-38.105118,3.464102,-19.052559,6.928203,-5.196152,-34.641016,G
41.569219,-12.124356,31.176915,34.641016,-39.837169,-10.392305,-19.052559,8.660254,-10.392305,-45.033321,H
31.176915,20.78461,22.51666,36.373067,-48.497423,29.444864,-29.444864,8.660254,-15.588457,-41.569219,I
31.176915,8.660254,29.444864,39.837169,-43.30127,8.660254,-29.444864,10.392305,-25.980762,-53.693575,N
43.30127,24.248711,29.444864,39.837169,-58.889727,27.712813,-31.176915,12.124356,-27.712813,-62.353829,H
55.425626,31.176915,29.444864,34.641016,-53.693575,22.51666,-27.712813,12.124356,-25.980762,-36.373067,S
38.105118,15.588457,17.320508,36.373067,-43.30127,20.78461,-29.444864,10.392305,-20.78461,-45.033321,S
8.660254,5.196152,24.248711,29.444864,-20.78461,8.660254,-13.856406,1.732051,-3.464102,-13.856406,A
31.176915,13.856406,15.588457,38.105118,-45.033321,32.908965,-27.712813,8.660254,-15.588457,-34.641016,R
