@relation 'letter_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Remove-R9-12'

@attribute -0.438width-0.427x-box-0.417onpix-0.4high-0.4y-box... numeric
@attribute 0.509y-bar+0.472x2ybr+0.457xegvy-0.33x-bar-0.309yegvx... numeric
@attribute -0.551y2bar+0.452x2bar-0.443xybar+0.431x-ege+0.169x2ybr... numeric
@attribute -0.496xy2br+0.416x-bar-0.394y2bar+0.317xybar-0.313x2bar... numeric
@attribute -0.619y-ege+0.455xy2br+0.358xybar+0.239y-box-0.233onpix... numeric
@attribute 0.665yegvx+0.414x-bar+0.287xybar+0.287xegvy+0.265y-bar... numeric
@attribute 0.527xy2br-0.522x2bar+0.351x-ege-0.279high-0.275y-box... numeric
@attribute 0.539x2bar+0.519xybar-0.29xegvy+0.288y-ege-0.248high... numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
1.55023,-0.688113,-0.14426,-1.565265,-0.136624,0.183157,1.213331,0.068736,K
2.624557,0.845583,-1.572437,0.499912,-0.39801,-0.04004,0.902911,0.707397,S
-1.302664,3.353182,0.040889,-0.936674,1.666344,0.386276,-0.724345,-0.593705,V
-0.228525,2.7448,0.37777,-0.637736,1.443639,0.961697,-0.252488,-1.091833,V
-2.211774,-2.570581,-2.247527,-0.532067,0.540876,0.578457,0.836305,0.716503,Z
0.849932,2.102435,0.484045,-0.522306,0.063869,0.935257,0.975919,-1.915303,Y
-2.675909,-0.570917,-0.097681,-0.303625,-1.217985,0.40273,-1.048912,-0.243528,B
4.082376,-0.643618,3.242349,0.709509,0.336969,-0.389838,-0.396392,0.667447,N
-2.189937,3.314369,0.701276,0.060849,0.719932,-0.557583,0.801475,-0.697542,W
-0.328912,-0.348465,-0.593826,-1.821912,-0.112791,-0.234638,0.126899,0.851837,E
-0.423621,3.578188,-2.045581,0.754598,-0.683236,-0.849151,-0.798635,-0.066441,T
2.053082,-3.131057,-0.2815,0.77955,2.974741,0.604442,-0.658096,1.385329,J
-0.669216,-1.921342,-0.108047,-2.427724,-0.003396,0.791947,-1.167142,-0.452233,G
1.997961,0.818919,-0.346,1.891055,-1.030592,0.497331,-1.214652,-0.064661,P
0.39769,-1.873639,-0.580583,-1.16562,-0.024272,-3.827062,-0.520515,-2.327244,L
2.339062,-0.860151,0.748768,-0.626847,-2.014798,0.560711,-0.343625,1.341305,B
0.921239,-1.593843,1.183263,-0.979984,0.222491,1.254795,-0.225429,-0.60617,Q
2.299053,-0.390658,-1.817624,1.360227,0.376828,-0.371412,0.154551,-0.701797,J
2.29531,-0.254657,-0.597601,1.451733,-0.254739,-0.24564,0.783077,0.624539,H
-0.873255,-0.519336,3.375363,0.034454,1.666727,-0.793747,-0.85939,1.390164,M
0.60108,3.515865,-0.465375,0.958532,-0.463396,-0.105277,-0.665009,0.113805,T
-0.538888,2.723205,-1.744454,0.043099,-0.659986,0.110588,-1.643876,-0.342431,P
-0.308242,-1.141303,0.823312,-0.886146,0.224104,3.128203,-0.328026,-0.850252,C
-5.110005,0.821558,1.486579,0.042523,0.676563,-0.523641,0.367105,-0.949606,M
-0.511017,-0.867306,1.922773,-1.132329,-0.578811,1.781026,0.343901,-0.857527,Q
4.873795,-0.415386,0.385378,0.482704,0.071801,-0.185697,0.111007,-0.508747,I
0.628317,-1.833977,-2.06702,-0.501346,0.81453,-1.02785,0.479951,-1.456686,L
1.5222,-0.012982,1.075952,0.595468,0.203344,-0.63443,0.560087,-0.651268,U
2.619727,2.745498,0.258292,-0.233243,-0.320678,0.634609,0.826734,-0.211773,T
0.746005,3.135373,1.185452,0.623248,0.595204,0.197918,1.28986,-0.237791,W
-2.723745,-3.175343,0.763484,1.254792,2.531861,-1.668239,1.303833,0.221603,M
-2.743275,-0.033556,0.005753,-0.731356,-1.772071,-2.020751,1.151365,1.692867,A
-1.375874,-0.389552,0.934755,-0.189132,0.119765,-0.763566,-0.683952,-0.141499,O
-0.694456,1.423379,-1.334838,-2.763233,2.402157,-0.246718,0.583019,0.509802,C
-4.777492,1.94399,1.032439,-0.804551,0.878053,-0.234072,2.081167,0.844056,M
-1.343365,2.590185,-1.960453,1.262979,0.207853,0.264355,-1.577159,-0.444848,F
0.577331,-2.830041,-1.430961,0.25404,0.619597,-1.318773,0.639324,-0.501513,L
0.072616,-0.231936,0.656228,-1.159952,-0.975299,2.144471,0.792352,-0.096758,E
-0.461931,1.693531,-0.215556,0.367149,-1.057708,-0.823838,-1.46933,0.462897,P
-1.004316,-0.135694,0.318008,-0.775668,0.052722,1.90168,0.259257,0.065658,C
-3.047607,-2.85793,-1.091009,0.976001,2.28049,0.89751,-0.005667,0.61381,D
1.903769,-0.936256,0.405412,0.551681,0.271245,0.007147,-0.702443,0.336885,O
2.755842,-1.070534,0.220147,-0.490534,-1.054939,0.796715,0.199957,0.268991,E
-0.406805,-0.962244,1.233192,0.072134,-0.658673,0.165312,1.237309,-0.422834,R
1.609688,-0.708605,-1.541684,-4.209995,0.403619,-0.399436,1.026564,0.195612,E
0.799117,3.797741,-0.929338,-0.938231,1.244674,-0.924771,-1.15499,0.240923,F
-2.975681,-1.949573,1.089779,-1.03658,0.084034,1.308215,0.313343,0.217924,E
-3.562884,0.94896,0.900158,0.896666,-1.777805,-1.519811,1.616246,0.63319,N
-0.464915,4.149654,-2.117768,0.875216,-0.363364,-0.925417,-0.690381,0.250394,T
-2.535334,-2.823828,0.109006,0.272889,-0.782271,0.505129,0.742452,-0.109192,K
1.448822,2.1229,-1.829166,1.613502,-0.31057,0.829211,-1.205479,0.206326,F
0.533574,1.348433,0.979206,0.042545,-0.724476,-0.114974,-2.875903,0.376143,P
-1.477888,-0.815408,-0.3335,-1.846518,-1.610456,0.005759,-1.440704,0.837598,B
-0.519874,-0.376789,-0.202445,0.615948,-0.568108,-0.353108,0.25846,0.07234,D
2.401515,0.128778,0.307504,0.629726,-0.806152,-0.944368,-0.494889,0.404242,D
0.028074,-0.586926,-1.035931,1.694794,-0.253645,0.303972,-0.065661,0.363454,D
-2.193212,-1.336983,1.43188,0.055912,-1.232189,-0.185311,0.976656,0.315278,H
-1.44477,1.044072,-1.207406,-0.289476,0.291982,-0.273034,1.104272,0.942387,E
-2.841254,-3.425186,-1.83519,-0.213817,1.307176,1.494571,0.14558,0.65045,Z
-2.914491,-0.923655,-0.025917,-0.506404,0.229652,-0.284963,-0.273662,0.569317,Q
-0.220571,-0.781682,-0.226861,0.174454,-0.331107,-1.461567,0.420322,0.510211,O
1.493514,-2.575139,0.381717,-0.053008,3.591862,0.593253,-0.640436,1.249404,J
-1.508149,-0.988454,3.631999,0.8574,1.347657,-0.948336,-0.026095,1.575129,M
2.680909,-0.724375,-1.140722,-3.950893,0.195754,-0.310063,1.306386,0.48061,E
0.779189,-0.864813,1.76875,1.003242,0.126181,-1.43945,1.42771,1.150883,M
-2.489455,-0.525166,-0.033261,0.235013,0.300472,0.457831,-1.29823,-0.078416,O
2.053718,-0.195052,-0.635468,0.996043,-0.959811,0.226627,0.235308,0.588601,B
5.171368,-0.418402,0.452255,0.569587,-0.055038,-0.174302,0.317512,-0.331473,I
2.861795,0.90478,2.624298,1.50042,0.242835,0.546337,1.159503,-0.350661,W
0.300539,-2.477278,-0.044386,1.4577,0.37734,-1.953199,0.632814,-1.14156,A
-3.26653,-0.513144,-0.274217,-0.198901,-1.255655,0.198652,0.945132,-0.462872,X
-3.756872,-0.572889,0.486943,-0.65359,-1.586253,2.380413,0.090215,-0.639481,S
0.026364,0.296263,0.799842,0.964436,-0.7053,-0.879627,-1.528484,0.635711,D
0.598297,-0.439328,0.15265,-0.037702,0.200289,-0.090599,-0.361625,-0.745339,X
1.278369,2.309085,1.29921,0.264948,0.556042,1.41453,-0.146047,-1.84322,Y
-2.248441,-2.757133,-1.188451,0.507327,0.593415,2.600824,-0.721169,-0.219269,Q
-2.795539,-1.596676,-1.033583,1.229512,-0.014235,1.147165,-0.209034,-0.741398,H
-0.292124,0.747258,2.356305,1.275873,0.994741,0.171111,0.802327,-0.642116,W
0.123673,-0.76516,3.886911,0.446432,1.341613,-0.619814,-0.473845,1.457098,M
-5.893023,1.491533,1.527351,1.547599,0.728777,-0.987622,0.97713,-0.24221,W
-2.13909,-2.968685,-0.236691,1.990775,1.098424,-0.12673,0.703092,-1.290941,A
-1.083758,-2.327245,0.36856,-0.124382,0.768128,0.754606,-0.097854,0.596622,R
-0.428897,-0.792011,0.169106,-0.336265,-1.599815,0.878803,0.914301,-0.339864,X
1.660373,-1.071279,-0.715012,0.473998,0.418173,0.83005,1.414214,0.187136,K
-3.07992,-1.095104,0.777189,-0.214016,-1.166505,0.876193,0.08172,-0.090066,E
-2.26971,0.848661,-0.076404,1.306846,0.731033,-0.456649,0.57072,-0.425385,N
2.936805,-0.331338,-1.3794,-0.0106,-0.164356,-0.101743,0.351682,-1.494917,I
-2.421266,-0.147772,0.44176,-1.076018,-1.184471,0.730814,1.247152,-0.845699,E
0.658315,-1.8237,0.56829,1.170345,0.517291,-0.978005,-0.510939,-1.94019,A
0.071504,2.763045,0.20071,0.02911,-0.181347,0.207325,-2.859711,-0.253548,P
2.258176,-0.74943,0.443673,-0.01265,-1.412633,0.113823,-0.472829,-0.175824,B
-1.258677,-0.516935,-1.354853,-0.963866,-2.173059,-0.500942,-1.570045,-0.073693,S
-1.859378,-0.420034,1.352006,-0.524269,-0.95153,0.131232,1.257268,-0.424259,R
2.954234,2.156424,0.749493,0.025517,-0.548067,1.303594,0.456702,-0.834544,T
-0.079002,1.855881,-1.15295,-0.647988,0.18317,0.830377,0.231769,-2.035981,T
-0.766323,-2.710146,0.519605,0.380528,1.670386,-0.998192,1.606846,-0.175173,A
0.851637,0.072467,-1.746638,0.417635,0.027646,-0.27428,0.899123,-0.048798,X
-1.811811,-0.862131,1.417596,0.66687,-1.902106,0.280666,1.156079,0.241951,H
-0.922932,2.713015,0.330016,-0.011235,1.120354,0.137628,0.515076,-0.876231,V
1.797618,1.430034,0.91906,0.619655,-0.56117,0.085891,-1.720304,-0.18224,P
1.083522,1.754436,1.787358,0.547401,0.946101,1.218515,0.080966,-1.153744,V
-0.969917,-0.695711,3.744333,-0.716281,1.221276,-1.161421,-2.080114,0.445907,N
1.055466,-0.300075,1.014817,0.565235,-0.024762,-0.538426,0.411976,-0.592863,U
-2.231045,-0.16724,0.264281,0.071202,-0.55569,-0.836854,0.392243,0.134403,H
1.443017,2.536123,0.348129,0.077661,0.875659,1.175126,-0.02262,-2.095024,Y
-2.053999,-0.423842,-1.388929,-1.323574,0.439695,0.902524,0.039447,0.628321,E
-0.190784,1.760969,0.801087,0.323751,-0.810856,0.088285,-2.920224,0.135855,P
-0.418041,0.333395,-1.694781,1.586197,-0.040731,1.045431,-0.924931,-0.119468,P
-0.431877,-1.969094,0.2718,1.290885,0.902269,-0.977101,-0.595498,-1.765266,A
-0.526032,0.938911,-2.495038,0.237644,-0.871531,-0.361211,-0.037269,0.647683,Z
2.947266,-0.892233,-0.334654,1.46335,-0.115673,0.660139,0.313343,-0.256719,B
-1.813513,-1.798105,1.237103,-0.846605,-0.34259,0.17557,-0.44736,-0.087342,Q
-4.188965,0.035203,0.72786,0.147169,-1.484522,-0.338658,1.21569,0.756892,B
-3.884265,2.259422,-1.517769,-0.862304,0.631773,-1.660601,1.848651,0.856729,X
-3.119156,-0.663082,-1.308259,0.687341,-0.445795,-0.794006,0.529863,1.016712,D
3.140486,-0.862835,0.766219,-0.429749,-0.00314,0.608019,0.584474,-0.321363,G
0.0832,-0.744314,1.61554,-2.233639,1.757622,0.550396,-0.693211,-0.750297,K
-0.765905,-1.627545,-0.718791,0.502412,-0.278385,0.889338,-0.632479,-0.122552,R
4.30106,1.914481,2.034674,0.858789,-0.067998,1.297326,1.094268,-0.756532,V
2.453509,-1.342851,-0.126956,-0.902562,-0.83944,0.752301,0.210801,0.098951,E
-0.719857,-2.974786,-0.433241,1.609062,1.271514,0.048363,-0.123394,-0.439252,A
-0.2011,-1.464455,0.589782,-1.363826,-0.066538,0.634299,-0.74126,0.207801,G
0.865604,3.303997,-0.731792,0.850864,-0.462267,-0.730058,-0.765976,0.542202,F
2.204795,-0.341451,-0.235092,-0.191371,1.249418,-0.309653,-1.622564,-1.92194,I
-0.903958,0.175168,-2.250436,0.170791,2.647735,-0.456426,0.600219,1.205397,J
0.003342,2.246079,0.926141,0.715601,-0.594255,0.452295,-0.758919,-0.26986,V
-2.725477,0.510047,0.697899,-1.423391,-1.392912,2.161721,0.276409,-0.667162,E
-2.035138,-1.157117,0.003749,-0.615352,-0.894269,1.107214,0.092824,-0.250218,L
0.769274,-2.809282,-0.329042,0.996537,3.007966,0.565397,-0.915973,0.269584,J
-3.649153,-0.627941,-0.052483,0.68758,-2.039092,0.78139,-0.029321,-0.781015,X
1.116133,0.95923,-1.799801,1.048865,-0.629225,-0.383668,0.285081,0.456151,S
-1.354097,0.374932,-1.188192,0.137248,0.020958,0.478241,0.49878,-0.420026,X
-3.493852,-1.766921,-0.160665,-1.2172,-1.381181,0.865745,0.651517,-0.404137,X
-1.516706,-0.384816,-0.499493,2.710253,-0.751666,0.156798,-0.483543,-0.360088,N
0.670335,1.503751,-1.044908,-1.134241,1.084784,0.132096,0.253466,1.445668,C
3.728731,0.359532,-1.803632,1.201517,1.011169,0.566751,0.258993,0.116875,I
1.707259,1.666546,-0.073672,0.952221,-0.906932,-0.079811,0.086901,0.941659,F
0.494217,-1.22503,0.08245,-0.798,-0.143486,-0.657832,-0.970231,0.160698,O
0.001665,-0.624734,-1.270756,-1.671742,-2.299073,-0.486157,-0.533069,0.380612,S
-2.453951,0.775379,-1.171701,-0.825177,1.228667,0.062504,0.831061,-0.359149,K
0.499376,-1.335762,1.717425,-1.040276,-0.282576,1.049193,0.030497,-0.324,Q
-2.003422,-2.247274,-0.606126,1.154663,-1.131474,-0.068428,-0.710583,-0.348629,Z
-1.499183,-1.08106,0.707612,-0.520509,-0.461811,-0.26007,-1.238828,-0.689489,Q
-0.489578,-1.407015,-0.260488,0.687433,1.231813,1.968549,0.214904,-0.69582,L
0.149333,-1.110979,0.252075,-0.267005,-1.286643,0.518537,-0.315578,0.122108,P
1.544446,-0.990876,-0.321764,-1.2068,-1.160242,0.411235,0.17374,0.602955,E
-1.697767,-1.740724,-0.183353,-2.209152,-0.434362,0.938079,-0.757737,-0.801274,G
5.171368,-0.418402,0.452255,0.569587,-0.055038,-0.174302,0.317512,-0.331473,I
1.891171,-3.308593,-0.200373,2.247933,0.83692,-0.075994,0.886297,-0.44508,A
1.981503,-0.297544,-0.254831,-0.202911,1.322614,-0.330962,-1.660931,-1.891169,I
-1.362968,-0.100718,0.564702,0.228529,-1.238054,-1.145525,0.449749,1.021132,Y
0.28591,-0.417016,-1.95906,0.283962,2.956642,-0.047145,0.27577,1.248621,J
-0.38077,-2.680225,-2.088311,-0.101457,0.795855,-1.623067,1.025383,-0.585208,L
-2.100331,-0.162983,-1.32481,0.772214,-0.336664,1.408027,-2.096782,-0.108889,J
2.678256,-0.98381,0.918397,-0.86663,-0.572752,0.467946,0.768292,0.043688,G
0.656337,-0.553858,0.393233,-1.429048,0.848939,0.793042,0.192751,-0.350053,G
1.254762,-1.717969,-0.212123,-1.062118,-0.76658,-4.203516,-0.954073,-1.932326,L
-0.15998,-1.726999,-0.928557,-1.020241,0.001058,-3.599288,-0.065532,-2.241014,L
-2.873428,2.302113,0.422525,-0.306567,2.349678,-0.121993,0.889569,0.481234,N
-2.861599,-0.96692,-1.85453,0.91058,0.449981,0.028592,-0.45348,-0.079638,X
-3.536955,-3.45951,-1.42286,0.711519,1.820044,1.5678,-0.970543,-1.566164,S
-1.649117,-1.058386,-1.169915,0.60037,-0.06309,1.31104,0.000873,-0.757544,K
1.499052,-1.432147,-0.859988,-0.006613,-0.831624,-3.675186,0.142215,-1.177626,L
-1.871774,-1.626484,0.279354,-1.75676,-0.050534,-0.079679,-0.200884,-0.257009,R
-1.231037,-0.601626,-3.676148,-2.451594,-1.228414,-0.093082,-0.564547,0.525396,Z
-0.039452,-0.535307,2.692876,-0.215484,1.364428,-0.593385,-2.198549,0.395146,H
0.152486,1.627565,-0.857582,-1.101964,0.999602,-0.813972,2.1623,0.631298,K
0.205706,0.757362,2.343787,-1.801759,1.801329,-0.392274,-1.399023,1.484412,U
-1.026999,-0.701264,0.4486,-0.900371,0.205567,-0.734364,0.217102,0.040309,G
-1.342485,-0.545946,-0.244875,1.625455,0.245007,-0.011372,-0.728,0.708378,P
-2.950995,0.350163,0.042923,-1.599391,-1.328921,0.144467,-0.224312,0.079135,T
0.062214,2.248987,-0.359634,-1.254285,1.171915,-0.85593,0.922666,0.924453,U
3.090954,-0.811714,-0.741561,-0.152646,-1.26497,0.165456,0.887444,0.252376,X
-3.965143,-0.216292,0.326828,-0.21089,-1.706112,1.538093,-0.343831,0.479933,B
4.662102,-1.739957,1.035161,-0.640082,-1.079037,-3.170747,-0.367648,-2.135455,L
-0.942333,0.655348,0.041572,0.750877,-2.129083,-1.703079,0.151171,0.636307,Z
-2.052957,-0.538363,-0.122944,-0.10116,-1.438965,0.330339,-1.416465,-0.315039,B
-0.262181,0.974554,-1.214891,0.16231,0.225794,-0.499685,0.759359,0.847163,E
0.532893,-0.709054,0.201431,-0.61032,-1.528402,0.408792,-0.958036,0.194468,S
-0.330904,-3.631166,0.273249,1.581828,1.567576,0.858405,0.403517,-0.195769,A
-2.10006,0.523738,-0.350083,0.223309,0.885069,0.451697,0.53113,-0.335888,K
3.876266,-0.714378,3.572183,0.496962,0.25022,-0.559714,-0.488551,0.667927,N
2.870254,-0.26567,0.637841,-0.623623,-0.776211,-0.10159,0.716935,-0.049553,G
-1.360777,0.02134,3.206231,-0.046296,0.916524,-1.311556,-1.534716,0.41866,N
3.09354,3.458331,-0.506328,0.631664,-0.666612,-0.07296,-0.234629,0.351005,Y
-2.113353,0.016947,0.052913,0.197334,0.500788,-0.544829,-0.895444,0.721787,O
1.593952,-0.468532,-0.757745,-0.608788,-1.568174,-0.607627,1.248101,0.351839,X
-1.251267,0.393014,-2.562586,-0.289736,-0.298237,0.73128,0.125241,0.305216,Z
-0.073657,-0.699251,3.598795,0.588208,1.647378,-0.523706,-0.639581,1.572026,M
-2.993333,-1.187755,-2.12432,1.144137,0.20109,0.717327,-0.398593,-0.374,X
1.503532,3.080176,0.583057,0.065518,0.347603,0.662906,-0.010798,-0.450525,V
-0.874778,-1.857286,-1.641971,-1.000345,-1.681397,1.252874,0.064824,-0.223068,Z
1.25743,1.159056,-0.287794,1.937991,-1.06379,0.426984,-1.884173,0.029064,P
3.909661,-1.13623,3.09281,1.287826,0.879789,-0.376509,0.301747,1.384811,M
0.252218,-2.209732,0.161546,0.643086,-0.150744,-0.776295,0.736507,0.153896,Q
2.168863,-0.392466,0.205156,-0.901994,0.149566,1.225303,0.333501,0.092642,G
-2.154042,-0.674963,3.671892,0.061901,1.947773,-0.832396,-1.101028,1.281702,M
-2.332535,2.43122,-0.044682,0.236348,0.506195,0.024051,-1.281552,-0.694055,V
-2.285121,4.753167,-0.142075,1.136445,-0.027117,-0.969192,-2.367384,0.25191,T
4.239495,-0.675341,1.106734,0.11561,-0.612253,-0.114976,0.162488,0.812766,O
-1.514523,2.624455,-2.186756,1.814068,0.049097,0.180663,-1.699402,-0.095885,F
0.169059,3.579433,-0.77962,-0.313642,1.021647,-0.856595,-1.55365,0.080373,F
-1.747055,3.760754,0.857403,0.466249,0.519385,-0.019469,0.922655,-0.582089,W
-1.481924,0.22522,0.368242,0.610154,0.066669,-0.677935,0.4112,-0.142622,J
0.174552,2.279904,-0.709125,-0.037403,-0.173273,-1.104743,-0.14249,0.896815,F
1.449677,1.985906,1.027604,0.171174,-0.168254,1.167129,0.276992,-1.904072,V
-2.065418,-1.310686,-1.307565,0.146586,0.199794,2.860976,-0.873544,-0.795017,J
0.551704,-3.317914,-0.962944,2.625959,1.465291,1.312811,-0.527282,-0.322909,D
3.089728,3.322917,-0.621037,1.271954,-0.496243,-0.516038,-0.005403,0.691363,T
-1.047223,-0.006165,0.356225,0.582476,-0.807896,1.018981,-1.092586,0.383284,D
-0.378625,0.793096,-0.73992,0.064227,0.168385,-0.371669,1.798713,1.41757,H
1.895849,2.568988,-0.770764,0.535511,-0.761063,-0.299916,-0.348848,0.764033,F
-1.723376,-0.071839,3.151576,-0.215793,1.205871,-0.983877,-1.937955,0.030682,N
-0.373186,-2.374391,-1.529371,-0.259053,0.549169,-1.150772,-0.060509,-1.450657,L
0.740906,-1.437604,3.143686,0.830075,1.571642,-1.014002,-0.273436,1.09988,M
1.095068,1.423905,-1.502889,0.213882,-0.080338,-0.424198,1.48921,0.585201,X
-0.351946,-2.632028,-0.450415,1.534354,0.258389,-0.982194,0.3578,-1.439655,A
-0.916767,-0.317379,2.883614,-0.598004,1.922531,-0.676635,-2.820564,0.643905,H
4.586428,-0.831377,1.513957,-0.73475,0.152142,0.768643,0.716292,-0.206292,K
-2.937371,-1.255772,0.149976,-0.999772,-0.630842,0.202848,-0.327723,-0.55641,H
2.199301,2.54932,-0.351962,0.009277,0.473975,1.035976,0.087987,-0.994151,T
-0.345474,0.367241,0.434657,0.520835,-0.487918,-0.703234,-1.158957,0.323149,D
1.206922,-0.960078,-0.782398,1.440404,-0.50101,0.08507,-0.155125,0.412632,D
-5.490799,1.712307,2.276943,0.199188,0.433832,0.304976,0.371801,-1.17934,M
4.144571,1.831259,1.553437,0.592589,0.224577,0.967021,0.966057,-0.44335,V
-2.708606,0.330123,-0.308024,1.661682,0.545029,-0.400459,-0.099153,-0.162513,N
4.33035,-1.370314,0.00576,-2.24403,0.1579,0.95716,0.997651,0.383248,C
-2.206519,-1.759727,-1.702029,1.302834,0.080193,0.921912,-1.127838,-0.342962,R
-1.211138,-0.512783,-0.083935,0.134191,-1.664613,-1.662339,0.539426,0.57732,D
-0.937658,-0.202017,-1.372309,-1.352525,0.455968,-0.137396,0.151532,-1.592481,I
-0.054744,0.151736,-1.326325,1.905495,0.331588,1.33352,-0.513249,-0.071495,F
0.173369,2.919249,-1.613317,0.950263,-0.584625,-0.175967,-0.255099,0.095632,T
-1.226934,-2.459437,-1.31084,1.294796,-0.600788,1.313914,-0.298032,0.635194,B
4.765342,-2.568803,-0.079237,1.708893,1.556071,0.989048,0.597571,1.202484,J
1.582627,-1.245509,1.025164,-0.952697,-0.041946,0.173092,0.395919,0.242482,G
-0.688402,0.256184,0.339704,-2.898242,1.534632,1.139903,1.140424,-0.345591,C
0.78607,-1.106573,0.844957,-0.345471,0.219424,0.911114,0.472127,0.091042,Q
1.352743,3.892103,-0.64617,0.136698,0.788492,-0.87654,-1.664785,0.224521,F
0.336387,2.119037,1.301242,-0.058274,1.223123,0.861489,-0.275369,-1.289082,V
0.988762,3.924762,-1.424142,1.062339,-0.341583,-0.524326,-0.707221,0.499432,T
0.817411,-0.665663,-3.157806,-1.980688,-1.414062,-0.023238,-0.140198,0.778761,Z
1.430699,3.688563,-0.573856,0.106941,0.519511,-0.946122,-1.661699,0.732827,F
-0.831567,1.360081,-2.064536,1.010019,0.022429,-0.259792,-0.330653,0.346263,T
2.829927,-1.892293,0.613013,-1.773968,-0.413086,-3.92303,-0.844383,-3.126165,L
-2.089056,0.458325,0.963511,-1.61972,-0.258921,-1.943136,1.318393,0.731855,U
-1.682947,-0.73847,0.394612,-1.707467,1.021256,0.067694,-0.238199,-0.438662,H
3.96919,0.65964,2.585504,-0.350199,0.456241,0.397431,-0.255348,1.280774,U
2.855822,-1.27441,1.015631,-0.811884,-1.752691,0.669249,-0.59863,0.814092,B
-2.257652,-1.157719,-0.651546,-0.984476,-0.24115,-0.797125,1.573064,0.299809,X
1.460311,0.082517,-1.681348,0.505933,-0.06522,-0.266633,1.098247,0.174444,X
1.190493,-0.083269,-2.584919,0.626848,1.551455,0.741219,-0.098813,-0.77037,I
2.857329,-1.227424,-1.754652,1.558465,0.899774,0.197856,0.621431,0.468855,J
-1.153663,-0.254023,1.595785,0.101189,-2.051611,0.928037,1.060388,0.178235,B
1.910655,-2.283183,0.431826,1.73721,0.531176,-0.800396,-0.182458,-1.171796,A
2.310897,2.127154,1.046025,0.585342,0.548364,1.499571,0.223421,-1.692374,Y
0.447781,-1.027804,0.96141,-1.361565,-0.635002,0.890976,-1.120488,0.305649,R
-0.927711,-1.04354,0.901004,-1.617737,0.587621,0.18631,0.032772,0.097824,C
-0.550011,-0.351912,1.487794,0.611737,0.424204,-0.369144,0.389519,-1.048501,U
-2.365207,3.498272,0.041998,-0.261256,1.311427,-0.436176,0.050793,-0.147145,V
-0.994539,-1.155681,-0.161818,-1.997185,-0.598211,0.128138,0.51818,-0.082137,E
-2.406879,-0.91165,1.080976,0.62565,-1.319753,0.172105,1.511379,0.561477,B
-2.175152,-0.158871,2.372262,0.834423,-0.292404,1.008637,0.584451,-0.402732,O
-5.521896,0.487008,0.551323,0.729281,-2.538146,-0.639159,1.325576,0.52261,N
-0.08359,-1.021065,1.829642,-1.234725,1.426143,0.715529,-1.178518,-0.491508,K
-2.194516,0.597826,0.10738,-0.285831,-0.816875,-0.414027,2.019832,0.250088,L
1.126421,0.092402,1.202278,0.091328,0.274327,1.064661,0.479802,-0.078596,Q
-0.614211,3.343284,0.223066,-0.655418,1.021252,0.593948,-0.35792,-1.578596,V
1.894562,2.628124,0.402697,-0.349162,-0.303588,1.201411,0.504533,-0.613025,T
3.939258,-0.390406,-1.107882,-0.000574,-0.325186,-0.116086,0.418575,-0.971696,I
-4.562872,-4.44418,-0.711116,2.861312,3.525236,-0.152285,-0.398855,0.822942,M
2.499757,-0.360345,0.406673,0.545527,-1.483832,-1.119508,-0.41502,0.267815,D
2.453745,-0.812597,0.323124,0.612312,-1.989529,0.425376,-0.287841,0.494639,B
1.034798,-1.824113,0.46982,-1.626842,-0.159647,-4.376284,-2.07696,-3.43905,L
-1.921042,-0.692623,0.651773,0.19738,-1.709923,-0.483732,1.319748,1.267083,B
-1.439169,0.290991,0.688655,-0.346036,0.249252,-0.586399,0.021345,-0.769459,N
-1.117868,-0.725408,1.50728,-2.181309,0.667502,-0.083729,1.081867,0.104134,C
-4.576823,2.293856,-1.314849,-0.214217,-0.852949,-0.075032,-1.223522,0.428117,Z
1.509208,-0.999719,0.239406,-0.393656,-2.043567,0.602218,-0.187321,0.185197,B
0.295599,-0.626532,-1.586494,-1.142096,0.17376,0.644975,0.311825,0.547698,E
1.840218,1.981806,-0.272142,0.562439,-0.471207,-0.169754,-0.153628,0.338637,F
-0.527914,-1.676096,-1.076625,1.268966,-1.045598,0.393107,-0.319298,-0.264867,J
0.422228,-1.016447,1.069562,-1.162064,-0.195551,0.721212,-1.648574,-0.202474,R
3.936163,-0.973547,3.098503,1.082588,0.904893,-0.580911,0.29259,1.347179,M
1.64096,1.613516,-0.05832,-0.334738,0.285616,1.217125,0.308629,-1.636039,T
-2.730685,3.88054,0.843687,-0.026708,0.754578,0.098629,0.887297,-0.425414,W
2.250027,-3.296249,-0.435038,1.11244,2.854532,0.870362,-0.417057,1.192562,J
0.874399,-1.464482,0.611652,-0.604005,-0.336601,0.234463,-0.480502,-0.239353,Q
1.001935,-2.393352,0.75489,-0.277001,3.502091,0.6294,-0.573687,1.629236,J
-4.283602,0.280854,0.634502,1.549069,-1.607079,-0.938526,1.414496,0.429459,R
-4.536229,-0.644587,-1.774261,0.234794,0.450634,0.407657,0.016552,0.102673,F
1.241979,1.313995,0.979798,1.007779,-0.973865,-1.130274,0.630695,0.314994,N
-2.861357,-0.597712,2.355445,0.332467,-1.067901,-0.634094,1.635023,0.56437,M
