id,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
4421,2,4,3,3,1,4,9,5,7,11,9,12,1,9,2,7,C
4422,5,10,6,8,6,9,6,5,9,8,5,7,1,7,7,8,Z
4423,5,9,6,7,6,7,5,11,1,7,9,8,9,5,2,8,M
4424,5,8,7,6,8,8,6,5,3,8,5,8,4,9,10,9,S
4425,3,6,4,4,3,8,7,6,7,10,4,6,3,8,3,8,D
4426,2,4,4,3,3,6,7,1,6,10,7,10,3,8,2,8,K
4427,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,I
4428,5,7,8,5,4,3,7,2,7,10,11,12,3,8,4,5,K
4429,3,5,4,3,3,5,7,4,7,7,6,10,6,8,4,9,K
4430,5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9,E
4431,4,4,4,5,2,5,10,8,4,7,4,8,3,7,6,11,R
4432,3,8,5,6,3,5,11,3,4,8,12,9,2,10,1,8,V
4433,5,5,6,8,2,8,4,15,6,7,14,8,3,9,0,8,U
4434,4,6,7,4,3,9,7,2,8,11,3,7,3,8,4,9,X
4435,5,11,5,6,3,6,8,4,3,13,8,8,3,10,3,8,S
4436,4,10,6,7,8,7,8,3,6,5,6,10,5,11,8,8,L
4437,2,3,3,2,2,9,6,4,6,10,5,6,2,8,2,8,D
4438,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8,P
4439,2,6,2,4,2,6,8,8,4,7,5,7,2,7,4,10,R
4440,5,9,8,7,5,7,7,6,7,7,6,5,6,8,4,7,H
4441,3,8,4,6,3,10,7,0,7,11,3,6,0,7,1,7,J
4442,4,8,4,6,3,8,7,12,1,6,9,8,8,6,0,8,M
4443,3,6,4,5,4,5,6,3,5,7,6,11,4,10,6,9,C
4444,4,6,5,4,4,6,6,8,6,6,6,9,2,8,4,10,L
4445,4,6,5,4,6,8,6,4,2,8,7,9,7,9,4,8,V
4446,3,4,5,3,2,6,10,2,6,13,6,4,1,10,3,7,F
4447,2,4,4,3,2,9,2,2,2,9,2,8,2,6,3,8,A
4448,2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,8,Y
4449,4,10,6,7,2,9,8,4,3,6,14,8,3,10,0,8,V
4450,4,9,5,6,5,7,6,10,1,7,8,8,8,4,1,7,M
4451,6,11,8,8,5,7,8,6,6,7,7,5,7,10,3,4,N
4452,9,11,7,6,3,7,11,6,5,8,10,4,5,12,3,9,V
4453,5,10,6,7,3,8,8,9,8,7,7,8,3,8,4,8,O
4454,4,8,5,6,2,5,10,2,2,8,12,8,2,11,0,8,Y
4455,7,10,7,7,6,8,6,7,5,10,5,11,5,7,5,6,O
4456,4,9,6,6,5,6,5,3,3,4,1,6,4,5,4,6,A
4457,3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10,B
4458,2,1,2,2,1,7,6,10,0,7,8,8,6,6,0,8,M
4459,6,9,6,6,3,3,10,3,7,11,11,6,1,11,3,5,Y
4460,8,10,11,7,5,11,7,3,6,11,0,3,6,9,2,8,N
4461,3,7,4,5,3,8,8,5,7,5,6,8,0,8,8,8,S
4462,4,9,7,7,5,8,5,2,4,6,1,5,3,5,4,5,A
4463,8,10,9,8,6,3,8,5,8,9,8,10,6,9,4,3,U
4464,7,11,7,8,6,3,10,2,3,10,10,8,8,10,2,6,W
4465,0,0,1,0,0,6,7,6,4,7,6,8,1,8,5,10,B
4466,5,11,4,6,3,9,6,3,5,11,4,8,3,9,7,11,E
4467,9,15,8,8,4,6,11,6,4,10,10,4,5,12,3,9,V
4468,3,10,5,7,1,7,15,0,6,7,11,8,0,8,0,8,T
4469,6,9,8,8,9,7,8,6,5,7,6,7,6,11,8,11,V
4470,5,9,5,6,5,5,7,8,6,5,4,6,3,8,4,9,D
4471,1,0,1,1,0,8,7,4,6,5,6,7,0,8,7,8,S
4472,4,2,5,4,3,5,10,5,4,10,8,4,1,10,3,7,P
4473,3,8,4,6,1,0,1,6,6,0,0,6,0,8,0,8,L
4474,4,9,5,7,3,5,7,10,8,7,6,5,3,8,4,8,D
4475,5,7,8,5,4,11,7,3,5,11,0,4,5,9,1,7,N
4476,5,10,7,8,8,7,7,6,6,7,6,9,3,8,4,8,H
4477,1,0,1,1,0,5,7,7,5,6,6,6,2,8,2,8,D
4478,2,5,3,4,2,7,4,1,8,8,2,10,0,7,2,8,L
4479,4,10,6,7,8,7,7,3,5,6,7,10,6,10,7,4,L
4480,6,12,6,6,4,10,5,4,6,11,4,8,3,8,8,11,Q
4481,5,9,6,7,3,10,6,1,7,14,3,7,0,7,0,8,J
4482,5,6,5,4,2,4,11,2,3,9,11,7,2,10,1,7,V
4483,4,5,5,4,2,4,8,5,7,11,10,12,1,9,3,7,C
4484,6,9,8,7,8,7,7,5,5,6,7,8,9,7,3,7,M
4485,7,9,7,5,3,6,9,5,3,8,7,5,5,12,3,9,V
4486,5,9,7,8,7,7,6,4,4,6,7,8,4,8,1,8,U
4487,9,13,6,7,3,8,7,7,7,11,5,8,2,9,5,9,C
4488,1,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9,B
4489,2,7,3,5,2,4,4,4,7,2,1,6,1,6,1,6,L
4490,1,1,2,1,0,7,14,1,5,7,11,8,0,8,0,8,T
4491,5,11,8,8,6,7,8,4,7,4,7,9,6,9,1,8,U
4492,1,3,3,2,1,9,6,4,6,10,4,6,2,8,2,8,D
4493,2,7,3,5,2,1,11,3,5,11,11,9,0,8,2,7,F
4494,4,6,4,4,3,8,7,7,6,9,5,7,3,8,3,8,O
4495,6,8,9,6,4,3,9,3,7,11,11,11,4,7,3,6,K
4496,4,8,5,6,5,8,6,6,4,6,7,8,8,5,2,7,M
4497,4,8,5,9,5,8,7,7,3,8,7,10,3,9,6,8,Q
4498,2,4,4,2,3,9,7,2,6,11,5,7,4,7,5,9,B
4499,4,11,5,8,4,7,7,0,7,13,6,8,0,8,1,8,I
4500,3,6,5,4,2,10,6,1,7,14,3,7,0,8,0,8,J
4501,2,4,4,3,2,9,6,3,5,10,4,6,3,7,3,8,D
4502,4,2,5,4,3,7,7,3,9,6,6,7,2,8,6,7,X
4503,7,11,9,8,6,9,8,4,7,9,3,7,3,6,5,11,R
4504,4,7,5,5,3,7,6,8,4,8,5,10,3,8,3,8,O
4505,3,5,5,4,3,9,6,4,6,10,4,5,2,8,3,8,D
4506,7,9,9,8,9,10,7,4,7,7,6,8,5,9,8,12,S
4507,4,7,6,10,7,8,9,5,1,8,6,6,5,11,10,6,H
4508,3,7,4,5,3,7,6,7,7,7,4,11,1,8,5,11,G
4509,2,7,4,5,2,12,4,4,3,11,1,8,2,6,2,8,A
4510,5,10,7,8,4,4,9,1,8,11,12,9,1,11,2,6,Y
4511,5,9,8,7,11,8,6,3,2,8,4,8,13,6,3,7,M
4512,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,I
4513,6,8,4,11,3,6,10,3,4,13,5,5,3,8,7,8,J
4514,2,4,3,3,2,8,7,3,7,10,5,8,1,9,4,8,S
4515,4,10,5,9,3,8,6,9,7,5,5,8,3,8,4,8,Q
4516,3,7,4,5,3,7,7,7,6,6,6,9,1,8,5,11,G
4517,3,3,4,5,4,8,7,7,3,5,7,9,3,8,5,10,Q
4518,10,15,9,8,6,9,5,4,7,9,5,7,6,10,6,8,D
4519,3,7,4,5,3,8,7,7,5,6,7,9,2,7,5,11,G
4520,7,10,8,8,4,3,9,6,7,12,11,9,3,9,2,7,U
4521,2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,8,U
4522,3,6,4,4,3,7,6,12,1,7,8,8,3,9,0,8,H
4523,3,6,4,4,3,8,8,8,5,6,7,9,3,8,4,6,U
4524,3,5,4,6,2,8,8,7,5,5,8,9,3,8,5,9,Q
4525,3,5,4,3,3,7,7,5,8,6,5,8,2,8,6,9,E
4526,4,4,6,7,1,9,8,5,3,6,14,8,3,9,0,8,V
4527,7,11,6,6,3,10,2,4,4,12,5,13,2,7,5,9,L
4528,4,6,4,4,2,4,12,1,2,9,10,7,2,11,0,8,V
4529,3,3,4,5,3,8,8,7,2,5,7,9,2,9,5,9,Q
4530,4,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7,E
4531,6,7,6,5,4,6,10,1,10,11,9,5,0,10,3,4,T
4532,10,15,6,8,3,7,8,6,7,12,6,7,2,9,5,8,C
4533,4,7,5,5,3,7,10,6,4,11,5,4,1,10,3,8,P
4534,5,10,5,8,4,8,7,8,5,10,5,8,3,8,3,8,O
4535,6,9,9,7,5,6,8,1,8,10,9,9,3,9,3,6,X
4536,3,8,5,6,3,11,3,3,2,10,2,9,2,7,3,9,A
4537,7,10,7,7,4,6,7,6,8,13,8,12,3,11,5,5,C
4538,4,9,5,7,4,7,4,1,7,8,2,9,1,6,2,8,L
4539,3,10,4,8,5,6,8,5,9,7,7,9,2,9,7,8,Z
4540,5,10,3,5,2,7,8,7,5,11,6,9,2,9,5,9,C
4541,7,11,7,8,6,6,12,5,5,11,8,4,3,12,2,4,T
4542,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8,X
4543,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,U
4544,3,7,5,5,3,8,8,5,7,4,8,8,3,9,0,7,U
4545,2,2,3,4,2,8,7,5,9,6,6,8,1,8,7,8,Z
4546,6,10,6,7,3,4,10,1,8,10,10,5,2,12,4,3,Y
4547,4,8,6,6,6,6,8,5,4,7,5,8,4,6,9,9,K
4548,3,6,4,4,4,7,5,10,0,6,8,8,6,5,0,7,M
4549,8,12,7,6,4,8,8,2,5,10,5,6,3,8,7,8,F
4550,3,7,5,5,4,5,10,2,2,8,9,9,7,11,1,8,W
4551,5,10,7,8,6,8,7,3,5,6,7,6,4,10,10,9,X
4552,2,7,4,5,5,8,8,3,4,6,6,9,5,11,6,5,L
4553,3,5,4,3,1,4,12,4,4,11,11,7,2,11,1,8,V
4554,6,10,7,8,4,8,7,4,8,11,6,7,2,8,5,8,S
4555,5,9,7,7,6,10,6,3,7,10,3,6,5,7,4,9,D
4556,6,11,8,8,7,7,7,8,5,7,6,7,6,7,3,9,N
4557,5,7,8,5,6,9,7,2,4,9,5,7,7,6,2,8,M
4558,5,12,5,7,3,10,2,3,4,12,4,11,2,8,4,10,L
4559,5,6,7,6,6,7,9,5,8,7,7,7,3,11,7,7,T
4560,5,10,6,8,4,9,5,3,10,11,3,10,1,8,6,10,Z
4561,5,9,6,7,6,6,10,5,4,9,6,8,5,9,7,11,F
4562,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8,X
4563,1,3,2,2,1,6,10,1,5,7,11,9,1,11,1,8,Y
4564,6,10,5,5,3,4,12,6,1,12,6,4,3,10,4,8,P
4565,2,4,4,6,3,11,5,3,4,9,3,7,2,7,6,8,Z
4566,3,9,4,6,2,7,7,14,2,5,6,8,5,8,0,8,N
4567,5,9,7,7,7,7,9,6,3,5,5,10,4,8,7,8,G
4568,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7,J
4569,8,14,8,8,6,10,7,5,5,11,1,6,7,4,5,7,H
4570,3,4,4,3,3,6,7,4,8,7,6,11,3,8,5,10,K
4571,1,3,2,2,1,10,6,2,6,12,4,8,0,7,1,7,J
4572,4,10,4,7,5,7,7,12,1,6,6,8,5,8,0,8,N
4573,1,0,2,1,0,7,7,2,10,9,6,8,0,8,6,8,Z
4574,5,3,6,4,4,7,7,7,7,7,6,4,3,8,3,7,D
4575,6,9,8,8,8,6,9,4,4,8,7,10,5,11,8,10,E
4576,4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14,K
4577,3,5,4,3,1,4,12,4,3,10,11,7,3,10,1,8,V
4578,4,10,4,7,2,1,12,5,5,12,11,8,0,8,2,6,F
4579,3,8,4,6,2,3,7,8,3,7,6,11,4,8,3,11,K
4580,6,10,7,8,5,8,7,8,6,10,5,9,4,9,5,6,O
4581,5,6,6,4,3,3,9,5,7,11,11,9,3,9,2,6,U
4582,4,10,4,8,4,7,6,13,4,7,12,8,3,9,0,8,U
4583,3,6,4,4,2,7,4,14,5,7,12,8,3,9,0,8,U
4584,5,11,8,8,5,10,1,2,3,8,2,8,4,8,4,9,A
4585,3,6,5,4,4,6,7,3,7,11,8,9,3,8,4,8,E
4586,4,9,4,7,1,0,0,6,6,0,1,5,0,8,0,8,L
4587,8,9,9,7,4,3,8,6,8,10,11,10,3,9,2,5,U
4588,3,7,5,5,3,4,9,3,7,11,9,9,2,9,4,6,E
4589,4,7,4,5,2,6,10,9,4,7,5,8,2,8,5,10,R
4590,2,2,1,4,1,7,7,1,8,7,6,8,0,8,3,8,I
4591,5,7,7,5,4,4,10,3,4,10,10,9,5,8,1,8,N
4592,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
4593,5,10,7,7,8,7,8,3,5,7,6,7,7,8,8,2,N
4594,3,7,4,4,1,2,12,5,6,12,10,8,0,8,2,6,F
4595,7,13,6,8,3,6,9,3,6,12,5,5,2,9,6,6,F
4596,5,8,6,6,4,10,6,3,8,11,4,6,3,8,3,9,D
4597,5,10,6,7,4,6,7,7,7,10,7,11,2,9,5,9,G
4598,4,11,6,8,4,11,8,5,2,6,9,8,8,10,0,8,W
4599,4,8,6,6,5,4,11,2,2,8,9,9,6,11,1,8,W
4600,3,8,4,5,1,8,15,1,6,6,11,9,0,8,0,8,T
4601,8,12,7,6,4,12,3,3,7,11,2,9,3,8,5,14,Q
4602,5,8,7,6,6,8,6,6,6,9,7,7,3,8,7,8,B
4603,2,1,3,2,1,7,7,6,5,6,6,10,2,8,4,10,G
4604,2,4,4,3,2,7,7,2,7,10,6,8,1,9,5,8,S
4605,6,12,6,6,5,9,6,3,6,10,4,7,5,8,8,7,D
4606,4,2,4,3,3,7,8,5,6,6,5,7,3,7,4,8,R
4607,3,10,3,7,1,0,1,5,6,0,0,7,0,8,0,8,L
4608,3,6,4,9,8,7,6,6,1,7,6,7,4,10,7,11,P
4609,1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,10,K
4610,2,3,3,2,1,7,7,2,7,11,7,9,1,8,3,8,E
4611,7,10,7,5,5,6,8,4,5,9,9,9,7,11,6,7,H
4612,8,11,7,6,4,7,8,4,6,10,6,4,4,10,5,5,Y
4613,6,9,9,7,7,7,7,3,6,10,7,8,3,8,3,8,H
4614,10,14,8,8,4,11,4,4,5,11,3,8,5,7,5,10,G
4615,1,3,2,2,1,7,4,1,7,8,2,9,0,7,2,8,L
4616,4,5,5,4,3,7,9,5,5,7,7,6,5,9,2,5,N
4617,4,2,5,4,4,8,7,6,7,7,6,8,6,8,4,7,H
4618,2,3,4,4,1,9,8,4,2,6,13,8,3,10,0,8,V
4619,5,9,6,7,4,7,4,3,1,7,2,8,3,8,3,8,A
4620,8,11,8,8,5,3,12,2,3,9,11,8,6,11,3,6,V
4621,3,7,4,5,3,8,8,7,6,7,6,8,2,8,9,8,S
4622,7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9,B
4623,5,11,5,8,3,5,11,2,8,12,10,4,1,11,2,4,T
4624,4,6,6,9,9,8,4,5,3,7,8,8,7,8,5,8,Y
4625,2,2,3,2,2,8,7,6,4,6,5,9,2,9,3,9,Q
4626,4,8,5,6,8,9,7,5,5,7,6,6,4,7,7,6,D
4627,4,8,6,6,5,6,10,2,2,7,9,8,7,10,1,8,W
4628,2,1,3,2,1,8,6,7,5,6,6,8,3,8,4,8,Q
4629,7,14,7,8,5,7,7,2,6,10,5,8,6,7,4,7,K
4630,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,X
4631,4,7,6,5,5,8,6,5,3,7,6,10,4,8,7,9,E
4632,4,8,5,6,4,8,7,5,8,5,6,7,0,8,8,8,S
4633,9,15,10,9,6,8,7,2,8,11,5,7,5,9,4,7,X
4634,2,6,3,4,2,7,13,0,5,7,10,8,0,8,0,8,T
4635,5,9,7,7,6,7,7,6,6,6,5,7,4,8,6,10,R
4636,5,7,5,5,2,4,8,6,8,9,9,9,3,9,2,4,U
4637,6,7,5,11,4,9,6,4,3,11,6,8,3,9,11,7,Z
4638,3,6,5,5,4,11,5,3,3,10,3,8,4,6,6,12,K
4639,5,11,8,8,4,6,8,5,2,7,8,8,9,9,0,8,W
4640,6,9,7,7,8,5,8,4,7,7,6,10,5,7,5,7,T
4641,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,I
4642,1,3,2,4,1,11,4,9,3,12,8,13,1,6,0,8,J
4643,6,7,8,5,5,5,9,3,6,10,9,9,4,9,4,7,H
4644,2,3,4,2,2,7,10,5,3,10,4,3,1,10,3,8,P
4645,2,4,3,3,2,5,10,4,4,10,8,5,0,10,3,7,P
4646,6,11,8,8,5,7,9,6,5,7,7,8,6,9,1,7,N
4647,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,I
4648,3,7,4,5,3,3,7,6,3,7,6,11,3,8,3,11,K
4649,4,6,4,8,5,8,6,6,2,8,6,10,3,8,5,9,Q
4650,2,4,4,3,2,7,2,2,2,5,2,8,2,5,2,7,A
4651,4,10,5,8,5,8,7,6,10,7,5,7,1,7,8,8,Z
4652,3,9,4,7,2,7,6,6,10,5,7,10,0,9,9,8,S
4653,5,8,7,10,6,11,5,3,5,9,2,7,2,7,6,9,Z
4654,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,I
4655,6,9,5,4,3,9,5,5,6,12,3,8,5,7,5,10,D
4656,3,10,4,7,3,6,9,10,5,7,5,8,3,8,5,11,R
4657,2,1,3,2,1,5,11,4,5,10,9,5,1,9,3,6,F
4658,3,8,4,5,2,5,11,8,3,7,3,8,3,7,6,11,R
4659,4,8,6,6,6,7,7,2,4,9,7,8,7,6,2,8,M
4660,5,11,5,6,4,6,8,5,6,9,6,7,5,10,6,5,D
4661,4,7,6,5,4,8,11,2,2,6,10,8,4,10,4,9,V
4662,2,1,3,2,1,8,6,6,6,6,5,9,1,7,6,10,G
4663,5,9,6,5,3,14,2,4,3,12,1,9,5,4,0,9,M
4664,6,12,5,7,4,7,10,3,5,11,6,4,3,10,7,6,F
4665,3,6,4,4,2,5,3,6,9,2,2,4,1,6,1,5,L
4666,5,11,7,8,8,7,7,6,2,7,6,11,7,9,10,6,G
4667,3,7,5,5,5,7,7,4,2,8,8,8,5,10,4,8,V
4668,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,I
4669,2,6,3,4,2,8,3,3,6,7,2,7,1,6,2,8,L
4670,7,10,9,8,6,11,5,3,8,11,3,6,4,6,4,9,D
4671,6,10,8,9,4,8,6,8,8,6,5,8,3,8,5,8,Q
4672,3,9,5,7,4,8,7,3,8,6,7,8,3,8,7,9,X
4673,8,11,11,8,7,7,6,3,7,10,5,8,5,6,5,7,H
4674,3,6,5,4,5,7,7,3,4,7,6,8,6,9,6,6,R
4675,2,1,2,1,1,8,7,7,6,7,6,8,2,8,3,8,O
4676,4,7,4,5,2,6,11,4,5,11,9,4,2,12,2,5,T
4677,3,7,4,5,5,9,6,5,4,7,7,8,6,9,7,7,B
4678,5,9,8,7,4,5,9,1,7,9,12,9,1,11,2,7,Y
4679,4,7,6,5,4,7,8,4,0,6,9,8,7,12,0,8,W
4680,7,10,10,8,6,4,9,2,7,10,9,10,5,6,4,5,K
4681,3,3,4,4,2,5,11,9,3,9,6,5,1,10,4,8,P
4682,3,8,4,6,3,7,8,3,11,8,6,8,0,8,7,7,Z
4683,8,10,8,5,5,5,9,3,4,10,7,9,5,7,3,6,H
4684,7,15,6,9,3,7,4,4,4,7,2,7,3,6,6,8,S
4685,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,I
4686,6,8,9,6,7,5,8,3,7,10,9,9,4,9,4,6,H
4687,5,9,7,6,7,7,7,5,5,6,7,9,8,6,2,8,M
4688,4,7,5,5,5,7,6,2,7,7,6,9,1,7,10,8,Z
4689,3,6,4,4,2,10,11,2,2,5,12,8,1,11,0,8,Y
4690,2,1,2,2,1,4,4,4,7,2,1,6,0,7,1,6,L
4691,4,6,5,6,5,7,9,2,4,7,7,9,7,7,3,8,A
4692,5,8,5,6,4,2,10,2,3,10,11,9,6,10,1,7,W
4693,6,7,6,5,3,5,9,1,9,10,10,5,1,10,4,3,Y
4694,5,10,9,8,9,7,9,1,5,9,6,5,6,9,5,2,F
4695,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8,L
4696,3,4,4,3,3,8,6,6,4,6,7,8,7,6,2,7,M
4697,2,1,3,2,1,5,8,6,6,8,10,10,3,9,1,7,U
4698,5,10,9,7,6,7,5,2,4,5,1,6,5,7,5,5,A
4699,1,0,1,1,1,6,7,8,5,6,6,6,2,8,2,8,D
4700,3,7,4,5,2,1,11,4,4,11,11,8,0,8,2,7,F
4701,2,8,4,6,3,7,7,4,8,6,6,8,3,8,6,8,X
4702,4,7,6,5,3,6,9,6,8,8,10,9,3,9,1,8,U
4703,6,10,9,8,7,10,6,2,5,9,4,7,8,6,2,8,M
4704,6,9,8,8,11,7,7,4,4,6,6,8,11,8,5,5,M
4705,2,5,3,3,2,6,8,7,7,8,7,13,1,9,4,10,C
4706,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,D
4707,5,9,6,6,8,7,8,5,1,7,7,8,8,9,6,10,O
4708,4,7,6,10,10,8,5,4,2,8,8,9,5,9,6,8,Y
4709,5,9,8,6,6,7,10,2,3,7,9,8,8,11,1,8,W
4710,4,7,4,9,4,8,8,6,3,8,9,11,3,9,6,7,Q
4711,1,1,2,1,1,7,7,6,4,7,6,8,2,8,2,8,O
4712,8,13,7,7,5,8,6,5,4,5,6,7,5,6,3,5,U
4713,8,13,8,7,5,8,4,3,5,11,6,11,3,7,7,8,L
4714,3,7,4,5,3,8,6,11,1,6,9,8,7,6,0,8,M
4715,7,10,6,5,4,7,6,4,4,9,8,5,3,10,4,4,Y
4716,6,10,7,8,3,4,9,6,8,12,10,11,2,9,3,6,C
4717,1,0,2,0,0,7,7,3,10,8,6,8,0,8,6,8,Z
4718,1,3,2,2,1,10,6,2,5,12,4,9,0,7,1,7,J
4719,4,9,6,7,6,9,7,3,6,7,4,5,6,6,9,8,X
4720,3,7,3,5,3,3,6,5,9,7,7,13,0,8,7,9,E
4721,1,3,2,1,1,7,7,5,5,10,7,10,2,9,3,10,G
4722,4,8,5,6,3,2,4,2,8,2,0,9,0,7,1,6,L
4723,0,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,I
4724,2,4,4,6,2,7,3,3,3,7,1,8,3,6,3,8,A
4725,7,13,7,7,4,7,7,2,9,9,5,8,4,7,4,8,X
4726,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,L
4727,6,8,6,6,4,5,11,3,7,11,9,5,2,12,2,4,T
4728,7,10,6,5,2,4,12,3,7,12,8,4,2,8,3,3,T
4729,4,6,5,4,3,6,7,5,6,11,8,13,2,10,3,9,C
4730,2,0,3,1,1,8,6,10,0,7,9,8,7,6,0,8,M
4731,5,7,8,5,5,9,7,3,6,10,4,7,5,8,4,9,H
4732,2,5,4,3,3,9,7,4,5,9,4,7,3,7,4,9,R
4733,4,2,5,4,3,7,8,5,5,7,7,7,5,9,2,6,N
4734,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,J
4735,3,9,4,7,3,7,8,0,7,13,6,8,0,8,1,8,I
4736,3,6,4,4,2,7,7,3,14,9,6,8,0,8,8,8,Z
4737,4,4,6,6,3,8,8,4,1,7,8,8,8,9,0,8,W
4738,2,7,3,5,3,4,4,4,6,3,1,7,1,6,1,6,L
4739,5,8,5,6,3,6,7,7,6,10,7,11,2,9,4,9,G
4740,5,11,4,6,3,8,7,5,3,9,6,7,3,9,8,8,G
4741,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8,I
4742,3,3,4,4,2,8,7,8,8,7,6,8,3,8,4,8,O
4743,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,X
4744,7,9,6,4,2,6,9,3,8,13,6,7,2,8,5,5,T
4745,5,4,5,6,3,4,13,8,2,10,6,3,1,10,4,8,P
4746,3,6,4,5,2,8,5,8,7,7,4,8,3,8,4,8,Q
4747,5,10,7,8,4,8,9,8,7,5,9,9,3,7,6,10,Q
4748,5,11,6,8,8,8,7,5,6,7,6,5,3,8,6,9,B
4749,5,9,4,4,3,7,8,3,3,8,6,6,3,9,8,7,G
4750,2,3,4,4,1,8,8,4,2,6,13,8,3,10,0,8,V
4751,6,10,6,7,3,4,14,8,1,11,6,3,1,10,4,8,P
4752,6,10,8,8,6,7,7,5,6,7,6,8,7,7,3,8,D
4753,7,11,7,8,6,6,6,6,6,10,7,12,2,10,4,10,G
4754,3,9,6,6,1,5,11,3,2,10,12,7,1,11,0,8,Y
4755,3,9,5,6,3,5,4,2,8,6,1,10,0,6,3,7,L
4756,1,3,2,2,1,7,4,2,7,7,2,9,0,7,2,8,L
4757,5,5,6,8,2,6,7,7,10,8,6,15,1,9,4,9,C
4758,3,5,6,4,3,8,7,2,10,12,6,9,1,8,6,8,Z
4759,4,7,6,5,3,9,3,2,2,8,1,8,2,6,3,7,A
4760,5,10,7,7,4,5,10,3,2,9,11,7,4,9,5,8,V
4761,3,5,5,4,3,8,7,2,8,11,5,8,2,8,4,10,E
4762,3,9,4,7,4,7,6,8,5,6,4,8,3,8,3,7,O
4763,5,11,7,8,7,9,8,4,5,9,4,7,3,7,4,11,R
4764,2,3,4,1,1,6,10,3,5,13,7,5,1,9,1,7,F
4765,6,9,5,4,2,8,3,3,4,11,4,13,2,6,6,8,L
4766,2,3,3,4,3,8,7,7,3,6,7,9,2,8,5,9,Q
4767,4,7,6,5,3,7,7,2,10,12,6,8,1,9,6,8,Z
4768,4,9,4,6,2,3,7,7,2,7,5,11,3,8,3,10,K
4769,3,6,4,4,3,7,7,7,4,6,5,7,3,8,3,7,O
4770,4,7,6,6,7,8,7,5,4,7,7,7,5,9,10,12,S
4771,3,7,4,4,2,4,13,8,1,11,6,3,1,10,4,8,P
4772,5,11,5,8,2,0,0,6,6,0,1,5,0,8,0,8,L
4773,3,8,4,6,4,6,7,7,9,7,7,11,3,8,6,8,E
4774,3,7,5,5,5,6,6,3,4,7,6,9,5,7,7,9,K
4775,4,9,6,7,5,8,2,1,2,6,2,7,5,6,6,7,A
4776,6,9,8,7,5,8,9,1,7,14,5,5,2,9,3,9,F
4777,6,8,9,6,7,8,7,2,5,9,6,8,9,6,2,8,M
4778,5,10,8,8,6,9,7,3,7,10,4,6,2,8,6,11,B
4779,6,9,9,7,5,3,9,3,7,11,12,12,4,7,4,5,K
4780,3,4,5,3,2,7,8,2,5,10,6,6,5,9,0,7,N
4781,5,11,5,6,3,7,5,3,5,12,7,11,3,8,6,9,L
4782,2,4,3,3,2,7,8,5,4,6,5,6,2,7,4,8,R
4783,6,7,8,9,10,9,9,3,2,6,8,7,6,10,6,4,P
4784,3,8,4,6,4,7,8,12,1,7,5,8,3,8,0,8,H
4785,2,3,2,2,1,3,11,3,5,11,10,5,1,11,1,6,Y
4786,5,5,6,7,3,6,11,9,4,7,3,8,3,7,6,11,R
4787,5,6,7,4,5,9,6,3,6,10,4,7,3,8,3,9,H
4788,4,8,6,6,4,5,13,7,2,12,6,2,1,10,3,8,P
4789,8,11,11,8,9,8,6,1,6,9,5,9,7,7,6,9,K
4790,4,11,5,8,5,9,6,2,5,11,4,9,1,6,2,5,J
4791,5,9,6,6,6,8,6,8,5,7,6,9,3,8,4,5,U
4792,2,3,3,4,2,8,8,5,2,7,8,10,2,9,4,8,Q
4793,4,11,5,8,3,7,6,9,8,6,6,11,2,8,5,11,G
4794,4,6,5,5,5,7,8,4,7,6,4,8,4,8,5,5,D
4795,5,11,7,8,7,8,7,5,4,7,7,8,6,8,8,3,Y
