@relation letter-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A16-N200-T1.0E-4-weka.filters.unsupervised.attribute.Remove-R9-16

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
-0.002998,-0.012256,0.003149,-0.002837,0.001852,0.009007,0.000403,0.004254,A
-0.0011,-0.004915,-0.000178,-0.005414,0.002376,0.003074,0.010647,-0.008163,F
0.002017,0.002159,-0.003438,0.005022,-0.001575,0.000977,0.000994,-0.003794,G
0.008981,0.004503,-0.012611,0.00251,-0.003952,-0.004091,0.008395,-0.002114,T
0.001949,-0.007295,-0.000828,0.003242,0.009831,-0.004228,0.004706,-0.003268,Z
-0.004562,0.00355,-0.002967,-0.005326,0.017643,0.00413,0.000307,-0.000005,L
-0.000755,0.0052,-0.001657,-0.001033,-0.002745,-0.005402,0.003848,0.000065,Q
-0.004852,0.000305,-0.004128,0.004871,-0.003049,-0.00712,-0.014351,0.000814,C
0.002465,0.012079,0.005759,0.008528,-0.001689,0.001705,0.008605,0.02158,V
0.01018,-0.001697,0.015601,0.001934,-0.005352,0.007085,-0.002924,-0.003193,J
-0.00119,0.003181,0.004466,0.006656,0.004932,0.005394,-0.002611,-0.004497,O
-0.004491,0.011379,-0.010968,0.003907,-0.005128,0.008801,0.013345,0.002078,Y
-0.009486,0.002217,-0.006465,0.001405,-0.007892,-0.010952,-0.004577,-0.004494,U
0.001632,-0.011233,0.005619,-0.000526,-0.008492,0.003643,-0.001146,0.00059,M
0.004255,-0.000123,0.00234,0.011972,0.004644,0.004081,-0.008042,-0.003844,X
0.000922,-0.006678,0.003794,-0.004246,-0.005665,0.000639,0.004507,-0.007086,M
-0.010389,-0.002105,-0.010886,-0.011791,-0.004192,-0.005952,-0.005597,0.003217,W
-0.009866,0.001923,-0.002958,-0.007125,-0.005902,-0.005716,0.005546,0.002186,W
-0.01036,0.009308,-0.001923,-0.006127,0.0209,0.006012,-0.007517,0.008177,L
0.003895,-0.008537,-0.006909,-0.007119,0.004175,-0.007959,0.017564,0.009062,I
0.005521,-0.002546,0.004685,0.002848,-0.006532,-0.006728,-0.002725,0.001284,M
0.00051,0.007015,0.018149,0.003587,-0.00402,-0.014742,0.001636,0.00841,M
0.007559,-0.001032,-0.01197,-0.006909,0.007405,0.00259,-0.000983,0.005728,D
-0.002133,0.002416,-0.002787,-0.011081,-0.004189,0.005864,-0.000112,0.011902,Y
0.026525,-0.004895,-0.00624,0.003834,-0.011265,-0.008189,0.005769,0.008171,T
0.000899,0.00672,-0.008083,0.009531,0.007529,0.000701,-0.012865,-0.002091,S
-0.003502,-0.007888,-0.001114,-0.002343,-0.002076,-0.0002,0.006205,-0.004323,N
0.00001,0.002926,-0.000227,0.003955,-0.009905,-0.009685,-0.003517,-0.001261,U
-0.000526,0.000119,0.005514,-0.001268,0.000725,-0.000651,-0.002568,0.006527,X
-0.005505,-0.009644,0.001121,0.003078,-0.007193,0.000208,-0.002991,0.00507,K
-0.001461,-0.001871,0.013322,-0.002549,-0.009678,0.00955,-0.004215,-0.001675,O
0.00283,0.000184,0.000316,-0.003359,-0.004942,0.000647,0.007499,-0.00284,X
-0.00106,-0.007217,0.011344,0.007548,0.002886,-0.010714,0.001884,-0.000183,C
0.010939,-0.006405,0.013568,-0.004031,-0.001293,0.004102,-0.000592,0.000687,S
-0.007928,0.000543,-0.013118,0.008257,-0.00176,-0.010239,-0.008941,-0.002441,E
-0.008628,0.025605,0.01001,0.014118,0.008783,0.012568,0.013603,0.005435,U
0.004318,0.004524,-0.00579,-0.000249,-0.002505,-0.002917,0.004252,-0.005839,E
-0.009133,0.005294,0.004902,-0.014048,0.001771,0.009788,-0.002675,0.01339,Y
0.000031,0.007962,-0.008764,0.008705,-0.001731,0.002528,0.006996,0.015234,Y
-0.002352,-0.002954,0.005884,0.011353,0.011771,-0.00527,-0.010502,-0.000862,E
0.028883,-0.004861,-0.013468,0.006535,0.003491,-0.004617,-0.005637,0.014947,T
-0.007812,-0.00823,-0.003953,-0.001921,-0.007391,0.012909,0.001584,0.001345,A
0.008166,0.001405,-0.004155,-0.022363,0.009616,0.001877,0.000242,0.005756,I
0.000193,-0.003601,0.014656,0.004237,0.002224,0.001608,0.002442,0.004153,X
-0.011137,-0.00997,0.008257,0.002184,-0.009433,0.016774,-0.003121,0.009873,A
0.002101,0.000904,-0.002013,0.001034,-0.000448,0.001302,-0.001404,0.010293,I
-0.00726,-0.003837,-0.000792,0.004527,0.005248,-0.000832,0.002875,0.004564,H
0.016066,0.001171,-0.001804,-0.022158,0.00246,-0.003709,-0.003383,0.001076,J
0.004331,-0.000933,0.007839,0.000415,-0.005372,-0.005264,-0.006448,-0.003332,J
-0.003223,0.007492,-0.009969,-0.002991,-0.001436,-0.012472,-0.005491,0.002047,P
-0.006115,0.012099,-0.009539,-0.000591,-0.009272,-0.009294,-0.001844,-0.007578,S
-0.003049,-0.003881,0.00586,-0.015539,0.009224,0.017506,-0.015895,0.015586,A
-0.00664,-0.003109,0.002309,-0.000962,-0.005341,-0.013422,0.001501,-0.001798,K
0.003076,-0.002523,-0.001922,-0.009373,0.01011,0.011205,-0.006095,0.003959,S
0.006184,0.008573,0.001347,-0.004564,0.002627,0.003954,-0.002245,-0.014574,S
-0.018056,-0.005946,-0.000798,-0.016362,-0.003021,-0.009845,-0.010697,0.000125,W
0.000151,0.013608,-0.006647,0.00551,-0.003439,0.004978,0.012443,0.005628,V
-0.012248,0.004786,-0.00662,0.009612,0.023236,-0.010176,-0.00051,-0.003617,C
-0.001881,-0.010607,0.001665,0.0006,0.006619,0.008095,0.008604,-0.004062,A
-0.002837,-0.005553,0.00148,0.00349,0.001227,-0.003879,0.005026,0.00703,K
-0.001131,0.001046,-0.006562,-0.022673,0.005987,0.002578,-0.001694,-0.002712,P
-0.000177,0.009874,-0.006312,-0.006744,-0.000794,0.003938,0.003077,0.008059,V
-0.000589,0.001204,-0.013829,-0.008568,-0.008738,0.002508,-0.001034,0.003253,V
0.001877,0.000366,0.009488,0.001407,-0.00768,-0.006872,0.004686,0.000327,M
0.013963,0.000212,-0.006969,-0.000709,0.000365,-0.005516,-0.007411,-0.011296,R
0.006945,0.00915,0.002868,0.00584,-0.000922,0.002314,0.00415,-0.005847,O
-0.005782,-0.0082,0.015707,0.006829,0.007947,-0.010935,0.001383,-0.000373,C
0.010564,0.00153,-0.003664,-0.008408,-0.000161,-0.004938,-0.003514,0.011443,F
0.014558,-0.003778,-0.006394,0.00176,-0.000559,-0.007274,-0.008604,-0.012197,R
-0.001356,-0.006308,0.000234,-0.000088,0.000483,-0.001613,-0.002997,0.006391,N
-0.003507,0.004287,-0.000535,-0.003902,0.003972,-0.004663,-0.010811,-0.010044,S
-0.012898,-0.000279,-0.003352,0.003507,-0.011112,-0.008075,-0.013118,-0.006486,R
-0.006571,0.027782,0.015885,0.016267,0.012893,0.011355,0.009631,0.013039,U
-0.002391,0.004476,-0.004063,0.000366,-0.007581,0.002609,0.002511,-0.00115,P
-0.002693,0.005378,-0.000009,-0.007503,-0.007779,-0.003442,0.009852,0.004185,P
-0.005868,0.027271,0.011532,0.012599,0.010367,0.005612,0.01204,0.0109,U
-0.000898,0.006534,-0.005932,-0.008605,-0.004815,0.001854,0.001086,-0.00739,P
-0.010419,0.001781,0.013482,-0.000324,0.003201,-0.012043,-0.006409,0.009211,Q
-0.011066,0.00584,-0.001506,0.003757,-0.005194,0.009051,0.002049,-0.001234,V
-0.001797,0.005766,0.005724,-0.010284,0.002429,0.004543,0.000452,0.015398,Y
0.000626,-0.011021,-0.001027,-0.003419,0.001002,0.006281,0.00089,0.00589,A
0.011899,0.007204,-0.001364,-0.011289,0.015699,-0.00059,-0.004917,0.001119,C
-0.001284,0.002133,-0.008988,-0.013988,0.009204,0.003846,0.003822,-0.012945,P
-0.003343,-0.011557,-0.003816,0.003978,-0.005426,0.016676,-0.005454,0.00435,A
-0.007342,0.001775,0.001297,0.004506,0.000118,-0.004972,0.006372,-0.00303,G
0.00205,0.013041,-0.010665,0.007036,0.00211,0.003884,0.005507,0.010388,V
-0.00872,-0.000187,0.004597,-0.000368,0.017227,-0.009122,-0.001604,0.00261,C
-0.006733,0.002267,0.004332,-0.005555,0.002402,-0.004157,0.002035,0.010744,U
-0.005433,0.001172,-0.004372,0.001056,-0.006155,0.000654,-0.003015,0.001546,H
0.004002,-0.000752,0.007239,0.000969,-0.006138,-0.002553,0.003883,-0.003614,X
0.006647,0.001397,-0.012026,-0.000129,-0.002463,-0.000238,0.006304,0.006233,I
0.003864,0.008513,0.01011,0.006564,0.004604,-0.002676,-0.00512,0.002538,M
0.003912,-0.00089,-0.008507,-0.000564,-0.004723,-0.007117,0.003473,-0.001401,B
-0.004972,0.002021,-0.003993,-0.0022,-0.005941,-0.010149,-0.003725,-0.003315,G
-0.011395,0.002461,-0.008321,-0.011149,-0.005613,-0.00282,-0.001108,0.000448,W
0.002721,-0.007977,0.00441,-0.001555,0.005844,-0.006168,0.000129,-0.000608,Z
-0.010415,-0.00205,-0.001406,-0.00375,-0.010658,-0.007489,-0.004615,-0.001106,N
-0.015865,0.004598,-0.001351,0.006643,-0.021942,0.026362,0.004377,0.008062,L
0.005298,-0.002891,0.024545,-0.000693,-0.00458,0.002434,-0.007934,0.004388,O
0.028401,-0.005352,-0.003539,0.003336,-0.00956,-0.006376,0.001948,0.006952,T
-0.000905,0.009869,0.009837,0.006616,-0.002197,0.010927,-0.010602,0.000385,Y
0.01478,-0.003508,0.011049,-0.028221,0.001975,0.003888,-0.012691,-0.00623,R
-0.008723,-0.002479,-0.000252,0.000365,-0.004584,-0.001359,-0.007553,-0.00348,R
-0.000925,0.00717,0.023241,0.001114,-0.004721,-0.006881,0.002466,0.003108,M
0.000855,0.0095,-0.005435,-0.014744,0.011113,0.004488,-0.009186,-0.006366,E
0.006865,0.002344,-0.003354,-0.016412,0.003224,0.004551,-0.005109,-0.010148,F
0.008253,0.002611,0.002187,0.002591,0.012201,-0.005038,-0.000617,0.002362,Z
0.002341,0.005969,-0.002381,-0.006558,-0.004315,-0.000111,-0.006849,-0.00918,S
-0.007245,0.004522,-0.009572,0.001841,0.0025,-0.007798,-0.006667,-0.012963,G
-0.005963,-0.009216,0.001234,0.004702,-0.001226,0.000426,0.00435,-0.000161,K
0.010997,0.00272,0.006067,-0.00109,0.010805,-0.008507,-0.000729,0.005916,Z
-0.011928,0.000578,-0.010274,-0.012456,-0.006884,-0.001172,-0.000177,0.001845,W
0.004138,-0.001669,-0.004922,-0.000474,-0.007395,0.001098,0.002835,0.001566,B
0.001175,-0.003586,-0.003039,-0.004351,-0.00623,0.012618,0.004085,-0.010763,P
-0.006064,0.01041,0.007259,0.009907,0.004978,0.011294,0.004629,-0.010378,H
-0.002903,-0.001983,0.003825,-0.006736,0.005961,0.003291,-0.001008,0.001519,X
-0.006059,0.005594,-0.000579,0.003122,-0.000921,0.001105,-0.005093,-0.005815,P
0.004119,0.009062,0.013389,0.000415,0.000735,-0.004424,-0.003541,0.004814,M
-0.003469,0.007562,-0.003534,0.006811,-0.000574,-0.004154,-0.000218,0.002914,Q
-0.002585,-0.003003,0.000069,-0.01536,0.008075,0.007682,-0.010172,0.001929,K
0.001859,-0.011642,0.004782,0.002983,0.000594,0.005715,0.008251,-0.006568,X
-0.005176,-0.008099,0.008784,0.002282,0.013672,-0.002922,0.007416,0.00737,J
0.005631,0.004419,0.00324,0.003934,-0.002001,0.00029,-0.000419,-0.003589,Z
0.015024,-0.003124,-0.004873,-0.002176,0.006485,-0.005423,-0.015289,-0.019311,R
-0.006619,0.026658,0.017432,0.006715,0.000925,0.006238,0.017494,0.009637,U
-0.004813,0.005868,0.002764,-0.006468,-0.000411,0.008741,0.002371,0.006328,Y
0.000995,0.00842,0.017081,-0.003594,-0.009602,-0.003596,0.004445,0.002214,D
-0.000799,-0.013999,0.003652,0.001613,0.001564,0.003447,-0.006479,0.007279,A
0.00311,-0.001071,0.002514,-0.012542,-0.0012,0.000302,0.005078,0.003321,T
-0.014007,0.004672,-0.01158,0.005637,0.003704,-0.007488,-0.002642,-0.002638,E
0.00652,0.005716,-0.005641,-0.000303,-0.00801,-0.007503,0.002471,-0.005088,B
0.005899,-0.013316,-0.003615,-0.00435,0.01054,-0.002254,0.016063,0.004353,J
0.008278,0.002221,0.003838,0.003381,-0.000743,-0.001171,-0.001381,-0.000198,Z
0.000189,-0.002451,0.001262,0.00049,0.000319,0.002534,0.00903,-0.004949,D
0.001137,0.008786,0.002857,-0.003203,-0.004241,-0.010323,-0.005343,0.006738,I
-0.01396,0.006239,-0.004605,0.003554,-0.00839,-0.014634,-0.000782,0.00844,Y
0.00962,0.004756,-0.000455,-0.001755,0.000759,0.000915,-0.00388,-0.013106,R
-0.007698,0.004189,0.004482,0.001648,-0.009337,0.000077,0.005146,0.00357,Q
0.000392,-0.004801,0.000356,-0.000493,-0.002011,0.003452,0.010444,-0.005558,D
-0.016529,-0.001029,-0.00114,0.001204,-0.005549,-0.009579,0.000919,0.00559,W
-0.005023,0.00354,0.002389,-0.00106,0.00662,-0.001766,0.007676,0.002915,U
0.000233,0.007335,-0.017783,0.01078,0.00365,0.010736,0.00192,0.007,Y
-0.001369,-0.003867,-0.001072,0.011032,-0.010655,0.002285,0.00221,-0.005408,H
-0.006363,0.002408,0.002265,-0.003561,0.001724,-0.008938,0.005643,0.005612,Q
0.000079,0.003054,0.001415,0.004132,-0.00254,0.003407,0.005674,-0.008719,O
0.003138,-0.012492,0.00112,0.002552,0.00312,0.002691,-0.002785,0.010579,A
0.005628,-0.00342,-0.004924,-0.002158,-0.010693,-0.004566,0.011329,0.006907,I
-0.0015,-0.015506,0.005001,0.001111,0.008623,0.000357,0.015385,-0.000125,J
0.007195,-0.000189,-0.002419,0.005857,-0.004895,0.001674,-0.004778,-0.005455,R
0.002162,0.004039,0.003874,0.001609,0.00338,-0.00394,0.002307,0.001562,O
-0.004008,0.006117,-0.006181,-0.008573,0.004617,0.006223,-0.011252,0.000959,U
-0.005631,0.0019,-0.005971,0.001574,-0.003677,-0.003638,-0.002789,-0.007614,O
-0.013479,-0.009736,-0.012446,0.005983,-0.008977,0.018421,-0.013969,0.015135,L
-0.001376,-0.005313,-0.001874,0.00746,-0.003062,-0.001921,-0.009712,-0.003182,K
-0.003044,-0.003011,-0.013868,0.004574,-0.006956,-0.002868,0.000745,-0.003948,W
0.012267,0.003587,-0.009395,0.010878,-0.001841,0.000771,-0.001339,-0.002151,V
0.007939,0.005847,0.002637,0.004687,-0.004059,0.005689,-0.001077,-0.003517,O
-0.00048,0.006695,-0.009889,-0.005008,-0.001147,0.004119,-0.000055,-0.007033,P
0.000578,-0.007465,0.001699,0.00182,0.006275,-0.004494,0.007508,-0.005046,Z
-0.000302,0.000225,-0.003626,0.011625,0.009039,-0.000481,-0.000658,0.013501,Y
-0.009105,0.019997,0.007377,0.010408,0.002274,0.003477,0.018946,-0.001285,U
0.0047,0.004758,-0.004779,0.002555,-0.015293,0.002731,0.00344,-0.002214,B
0.011473,-0.003236,0.003169,0.017468,-0.00122,-0.000018,-0.007606,-0.009878,U
-0.004473,0.003884,-0.001226,-0.017499,0.006014,0.009582,-0.009733,-0.000477,H
0.01548,0.002845,0.009303,-0.014915,-0.001523,0.004632,-0.019238,-0.004747,B
-0.000349,0.001327,-0.000215,-0.002382,0.002174,0.002678,0.006083,-0.005049,O
0.000022,-0.008275,0.009621,0.008826,0.005526,0.009234,-0.006207,0.006413,X
0.00175,0.000963,0.011223,0.003071,-0.001435,-0.001728,-0.0006,0.009907,M
-0.002274,-0.016396,-0.000557,0.003364,-0.004955,0.00975,-0.008964,0.00354,L
-0.01373,-0.003607,-0.003088,-0.020794,-0.013667,-0.013265,-0.010233,-0.003376,W
0.000492,0.008304,-0.001755,-0.003841,0.008476,0.001824,-0.005843,-0.004978,P
-0.000644,0.001236,0.004873,-0.00462,0.001802,-0.003227,0.001894,0.001225,O
-0.00706,0.00209,-0.004558,0.011128,0.019138,-0.011992,-0.001165,-0.004215,C
-0.006664,-0.007695,0.00024,-0.003612,-0.008479,0.015023,0.006035,0.00032,A
0.001367,0.002345,-0.00096,0.000764,0.001109,-0.000112,0.003229,-0.004796,O
-0.002899,-0.005016,-0.00104,0.003569,0.000194,-0.000093,0.003793,-0.004453,K
-0.007818,-0.011389,0.004171,0.001581,-0.011751,-0.007397,-0.011015,-0.004763,R
0.013082,0.008609,0.0064,0.00427,0.0062,0.003822,-0.012558,0.003669,S
0.00257,0.001023,-0.001352,0.004168,-0.006093,0.005445,-0.002134,-0.008251,B
-0.009474,-0.000796,-0.00407,-0.006967,-0.00312,-0.000285,0.000935,-0.005375,W
-0.007796,-0.003371,0.00787,-0.001616,0.000033,-0.001095,0.00446,-0.00078,U
-0.009478,0.004768,-0.00563,0.003438,-0.0102,-0.012727,-0.001121,0.003346,Y
0.009801,0.009051,0.003448,0.009476,0.005921,-0.001699,-0.004807,-0.000581,Q
-0.008022,0.004224,-0.006478,-0.005881,0.016762,0.003612,0.001166,0.000276,L
0.003582,0.007482,0.007348,-0.00655,-0.000453,-0.00667,0.001487,-0.0086,S
-0.003354,-0.014014,0.00407,0.008469,-0.009649,0.020505,-0.015067,0.001681,A
-0.000487,0.00596,-0.002709,-0.009847,-0.008039,-0.00302,0.013232,0.00349,F
-0.006085,0.008619,0.00284,-0.010538,0.003029,0.002496,0.00479,0.012435,Y
-0.004023,0.023398,0.013885,0.007563,0.001428,0.00094,0.01626,0.006582,U
0.001278,-0.001142,-0.006287,-0.007475,-0.001489,0.009925,0.009159,-0.012563,P
-0.002298,-0.003301,-0.006639,-0.003572,0.000376,0.006549,0.007482,-0.010658,P
-0.006189,0.010818,0.00337,0.003507,0.007065,0.004844,-0.004547,-0.005796,S
-0.006546,-0.004858,-0.006973,0.00065,-0.008735,-0.01266,0.003457,0.001707,W
-0.001357,0.000961,0.000701,0.002316,-0.000046,-0.0092,0.004472,-0.006099,E
0.000277,-0.000715,0.000622,-0.004511,-0.002959,-0.002054,0.003409,-0.00416,O
0.004714,0.001793,-0.0064,0.002073,0.000828,0.004076,-0.006289,0.007945,X
0.001598,0.00501,-0.000366,-0.003418,0.001911,-0.002698,-0.009498,-0.009533,S
0.00605,0.004516,0.00095,-0.003318,-0.011508,-0.001597,-0.002842,-0.009093,K
-0.006403,-0.000339,0.003242,0.001848,0.011294,-0.005395,0.005157,0.00267,C
0.008505,0.001072,0.00476,-0.013268,-0.006191,-0.003801,0.002224,0.001212,F
0.003324,-0.000691,0.008946,-0.004162,0.00041,-0.003697,0.003963,0.002509,F
-0.001242,0.002551,-0.014022,-0.013732,0.01039,-0.001654,0.006473,-0.002391,Q
0.002048,-0.007882,-0.00222,0.00095,0.000829,0.002553,0.006749,-0.007407,B
0.011241,0.006909,0.004464,0.007858,0.007901,0.00098,-0.003873,-0.004064,G
-0.003533,-0.011536,-0.000042,0.003463,0.010445,0.003666,0.002326,0.001215,A
0.006263,0.003771,-0.002663,-0.011725,-0.008129,0.002473,0.008663,-0.006291,F
0.015139,-0.005789,-0.001241,0.001123,-0.00423,0.001158,-0.006124,-0.009249,R
-0.013481,-0.009778,0.005499,-0.00127,-0.007738,0.008444,0.002539,0.011206,A
-0.012439,0.003498,-0.007548,-0.007326,0.006616,-0.001881,-0.001333,-0.002054,H
0.012858,0.004227,0.010285,-0.020312,-0.00547,-0.000633,-0.014969,-0.002479,B
0.005153,0.005214,0.004325,0.005873,0.00449,0.000082,0.000006,-0.00726,O
0.004975,0.00634,0.001106,0.004913,0.00212,0.000727,0.000028,-0.006032,Z
-0.009357,0.002885,-0.006466,-0.005728,-0.006014,-0.005822,0.006205,0.002925,W
-0.003517,0.006576,0.006571,0.010863,0.003793,0.004211,-0.001497,-0.013723,N
-0.001158,-0.00437,0.000895,0.001437,-0.000637,0.000386,0.007536,-0.0044,H
-0.011642,0.00076,-0.013865,0.00081,0.001423,-0.013347,-0.008875,0.004778,C
0.006584,0.008888,0.009752,0.005803,-0.00086,-0.001685,-0.000121,-0.000271,M
0.002171,-0.001375,0.000359,0.004663,-0.001246,0.001379,-0.000059,-0.003406,O
0.003121,-0.006777,-0.00705,-0.006603,0.003383,-0.003169,0.019731,0.000743,I
0.008269,-0.014274,0.013586,-0.003611,-0.005576,0.018686,-0.005714,0.008751,M
0.004585,-0.005114,0.003064,0.004318,-0.010663,-0.007248,-0.006649,0.004764,A
-0.004341,0.001262,0.006124,0.001709,0.007786,0.000811,0.004706,-0.005168,O
0.00815,-0.000825,0.006094,-0.003051,-0.006534,-0.005669,-0.005842,-0.012459,R
0.006697,0.000575,0.009177,0.000756,-0.008986,-0.004754,0.002472,0.001881,M
-0.002896,-0.000571,0.00576,-0.002385,-0.005345,-0.00004,-0.000115,-0.000646,N
0.001919,0.00241,-0.00783,-0.006825,-0.000363,0.003233,-0.002729,0.005891,V
-0.004224,-0.008142,-0.005501,-0.006594,0.002379,0.000501,0.011275,-0.002292,F
-0.005824,0.002956,-0.002118,0.002888,0.010839,0.000352,-0.010088,-0.0001,K
0.003234,0.006715,-0.001684,-0.009842,-0.008101,0.004156,0.007072,-0.01294,P
0.001343,0.011804,-0.001103,-0.002866,-0.004977,0.000806,-0.000284,-0.006481,B
-0.009992,0.007004,0.000597,-0.010936,0.003019,0.007809,-0.001518,0.008791,Y
-0.013114,-0.004155,-0.006091,-0.000523,0.002725,0.005687,-0.010261,0.00862,A
-0.00398,-0.002754,0.019404,0.007697,0.001508,-0.008121,0.002523,0.00065,O
0.008406,0.000664,0.004437,-0.011576,0.017497,0.003605,-0.01179,-0.00011,Q
0.00938,-0.005266,0.005489,0.002698,0.00091,-0.013302,-0.007933,-0.01548,R
0.002768,0.005303,-0.003151,0.004922,0.001271,-0.005954,0.002266,-0.005327,E
0.000785,-0.007362,0.005794,0.007252,0.012847,-0.009979,-0.014488,-0.001051,E
0.001254,-0.015345,0.00046,0.002436,0.003342,-0.002211,-0.002008,0.005423,L
-0.00992,0.002615,0.001598,-0.000002,-0.005746,-0.002356,-0.003753,-0.009538,V
-0.006505,0.003823,0.000192,-0.006399,0.001067,0.001678,0.006933,0.004289,Y
-0.000278,0.006969,0.005868,0.003221,-0.00786,0.002345,0.009077,-0.007559,D
-0.009742,0.008379,-0.010023,0.00331,0.006452,0.000376,-0.004295,-0.013962,F
-0.015275,0.00131,-0.009307,-0.013849,-0.00814,-0.007553,-0.001856,0.006153,W
0.001183,0.006763,-0.010727,0.014001,0.009997,0.014712,-0.004168,0.01359,Y
0.025584,-0.004066,-0.007341,0.00382,-0.011103,-0.001594,0.006918,-0.009346,T
-0.010979,0.001805,-0.010201,0.002997,-0.001661,-0.00267,-0.001191,-0.000595,V
-0.007734,0.003857,0.003984,-0.007403,-0.000834,0.011874,-0.002566,0.010453,Y
0.001579,-0.002228,0.004054,-0.005495,-0.01071,-0.004321,0.005984,0.000635,N
0.002344,0.002358,0.002913,-0.004793,0.009524,0.003363,0.000487,0.014084,Y
0.025222,0.006419,0.006903,-0.001545,-0.004187,-0.001182,-0.009705,0.00481,S
0.005167,0.013119,-0.005043,0.012317,0.006717,0.009511,-0.000562,0.020956,V
-0.011447,-0.001529,-0.007435,-0.011873,-0.005209,-0.007562,-0.004172,0.002667,W
-0.01026,-0.002267,0.005366,0.009163,0.006933,0.003563,-0.001384,-0.008381,O
-0.007857,0.002655,-0.000323,-0.00033,0.003776,-0.003761,0.01028,0.002546,U
-0.00597,0.004478,0.001499,-0.009754,-0.000953,0.003804,-0.002343,0.009708,Y
0.000227,0.000341,0.005787,0.000978,0.0075,-0.001886,0.000769,0.000418,O
0.00478,0.00091,-0.003261,-0.016836,0.002373,0.005966,0.002806,-0.002141,T
-0.000346,-0.001712,0.003478,-0.004349,0.007573,-0.006019,0.002407,0.003584,Z
0.009302,-0.014861,0.001534,-0.000287,0.008735,-0.006088,-0.00041,0.012196,J
0.008606,-0.004005,0.000315,-0.015407,0.0015,0.005059,-0.004882,-0.004789,K
0.000843,-0.010865,-0.001306,-0.001516,-0.00579,-0.001769,0.000968,0.000541,K
0.003204,0.003979,0.004785,-0.017827,0.003045,0.002452,-0.000598,-0.00028,D
-0.0037,-0.000242,-0.004596,-0.010661,0.014557,0.003507,0.00306,0.005137,S
0.00114,0.003638,-0.003762,-0.005129,-0.003349,0.004874,0.003621,0.001848,V
-0.005846,0.003066,0.00373,0.002207,-0.005435,-0.002943,-0.000517,0.003429,Q
-0.000693,-0.002222,-0.002529,0.001432,-0.00174,-0.001826,-0.002262,-0.001113,N
0.001092,-0.008777,-0.006986,-0.003503,0.004758,-0.007308,0.014238,0.009104,I
0.004082,-0.002234,-0.003311,-0.002289,-0.004715,-0.002317,-0.00034,0.000939,I
-0.003747,-0.000725,0.003863,0.004523,0.003614,0.000579,-0.00187,0.003161,K
-0.013383,-0.005629,-0.010737,0.007046,-0.010371,0.019877,-0.010293,0.010095,L
0.00066,-0.000222,-0.004699,-0.001773,-0.002363,0.001981,0.006892,-0.003989,B
0.000382,-0.003704,-0.003813,-0.007845,0.020957,0.005759,-0.010373,0.005036,L
0.002403,-0.003066,-0.009736,0.00676,-0.005286,-0.000935,-0.005578,0.000366,K
-0.006135,-0.002699,0.016618,0.006556,0.013932,-0.01007,0.01935,0.00721,J
-0.00735,-0.002371,-0.013621,0.000723,-0.005742,-0.004195,-0.001927,-0.006961,W
-0.000416,-0.004012,0.000596,0.012182,0.008522,-0.007076,0.004652,-0.01058,C
-0.006537,0.001791,0.008807,-0.001795,0.002662,0.000434,0.005657,0.004379,U
0.003866,0.000317,0.002823,0.017295,-0.003094,0.007429,0.001651,-0.000377,U
-0.003106,-0.003624,0.008097,0.011869,-0.00215,-0.007528,-0.00495,0.001765,M
0.002915,0.004661,0.005268,0.00238,0.000706,0.006866,-0.001266,-0.001326,O
0.002264,0.000484,-0.001015,-0.021168,0.006429,0.000042,-0.014437,0.001826,O
0.002188,-0.00135,0.00453,0.009809,0.004089,-0.005053,-0.009577,-0.006542,C
-0.003175,-0.005131,-0.002433,-0.000186,-0.007139,-0.004735,-0.00534,-0.00653,R
0.000511,-0.007399,0.007835,0.000639,-0.005549,0.003108,0.000869,-0.005863,M
0.004764,0.004544,0.00482,-0.000771,-0.006295,0.000323,0.007811,-0.006646,G
-0.007335,0.003902,-0.002701,-0.002687,-0.001565,0.006469,-0.003504,0.013817,Y
0.004182,-0.002035,-0.002353,-0.001828,-0.005134,-0.001885,-0.005187,-0.002236,B
-0.00172,0.002097,-0.000016,0.002087,0.003249,-0.003215,0.002428,-0.00894,E
-0.001654,-0.011774,-0.001056,0.008428,0.007818,0.010756,-0.001951,0.008407,A
-0.001676,0.00609,0.008059,0.011987,0.00524,0.00577,-0.006732,-0.008385,N
0.004688,-0.006374,-0.002593,0.001046,-0.007305,-0.003771,-0.008411,-0.004997,K
0.002727,0.002296,0.001329,-0.016027,0.00707,0.010604,-0.00302,0.004238,G
0.003434,-0.00901,-0.001684,-0.004003,0.005584,-0.001331,0.010916,0.009663,I
-0.022398,-0.006851,-0.013516,0.003128,-0.01743,-0.021349,-0.00146,-0.011453,W
0.003864,-0.002598,-0.004535,-0.009956,-0.002043,0.006187,0.006268,-0.012303,P
0.009568,-0.007832,0.007673,-0.006864,-0.003226,0.01084,-0.005177,0.005674,M
