@relation 'letter-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A16-N200-T1.0E-4_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.456Source_6+0.439Source_11+0.422Source_9+0.363Source_13-0.272Source_8... numeric
@attribute '0.851Source_12+0.371Source_4+0.279Source_1+0.18 Source_3+0.086Source_5...' numeric
@attribute 0.733Source_4-0.641Source_1-0.161Source_3-0.099Source_5+0.058Source_2... numeric
@attribute -0.816Source_3+0.502Source_1+0.231Source_4+0.077Source_14-0.066Source_12... numeric
@attribute -0.873Source_5+0.289Source_3+0.277Source_1+0.187Source_4-0.146Source_12... numeric
@attribute '0.668Source_7-0.649Source_14-0.197Source_5-0.161Source_3+0.13 Source_0...' numeric
@attribute -0.67Source_7-0.602Source_14-0.261Source_10+0.226Source_0+0.126Source_8... numeric
@attribute 0.882Source_0+0.343Source_10-0.172Source_8+0.154Source_15+0.148Source_14... numeric
@attribute 0.635Source_10-0.342Source_0-0.338Source_8-0.318Source_14-0.259Source_7... numeric
@attribute 0.874Source_15-0.285Source_8-0.265Source_10-0.182Source_11-0.13Source_2... numeric
@attribute -0.675Source_8-0.447Source_15-0.355Source_10-0.352Source_11-0.128Source_14... numeric
@attribute -0.854Source_2+0.402Source_11-0.192Source_8+0.176Source_10-0.101Source_0... numeric
@attribute -0.69Source_13+0.451Source_11-0.324Source_8+0.303Source_2-0.231Source_9... numeric
@attribute 0.762Source_9-0.551Source_13-0.257Source_11-0.149Source_6-0.115Source_2... numeric
@attribute -0.839Source_6-0.395Source_9-0.258Source_13+0.174Source_8-0.093Source_2... numeric
@attribute 0.431Source_11-0.39Source_12+0.369Source_4+0.335Source_1+0.332Source_3... numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
1.165196,0.591139,-0.365448,0.487502,-0.65973,-0.494781,-0.867007,0.317809,-0.913141,-0.571475,-0.219134,0.924223,0.117591,-0.492701,-0.988067,-0.864319,K
1.447952,0.82653,1.008302,-0.967134,1.028065,0.313425,1.057453,0.864633,-1.089736,-0.555676,-1.415293,0.032595,-1.39825,1.326956,1.765512,-0.951983,Y
0.62566,0.916605,-0.26427,0.969932,0.359986,-0.065388,-0.287171,-0.043382,0.093139,-0.564569,-0.156198,1.18566,0.207016,-0.147402,-1.050451,-1.151873,H
-0.229605,-1.305774,0.348454,1.032879,-0.587601,0.243668,-1.149031,-0.137695,-1.295957,0.431003,-1.584789,0.131597,1.006541,-0.687326,0.664979,-1.091638,Z
-1.432063,0.666884,0.593028,2.009013,0.297193,-2.58333,1.439933,0.666223,1.001311,0.330335,-0.728025,-1.08358,0.298234,-0.385045,0.949233,-0.959028,T
-0.837491,0.444288,-0.225062,-0.505292,0.462557,1.292059,-0.584377,0.993851,0.34354,-0.587046,0.845325,-0.457305,0.816446,-0.891715,-0.056487,0.111463,R
0.224095,-1.382662,-0.504568,-1.428041,0.371134,1.060713,-0.195987,-0.358332,-1.730913,0.423037,-0.313819,0.349679,0.787338,-1.815206,1.267225,-0.06632,E
-1.063484,-0.856489,0.014583,-1.175141,-0.722497,-2.923715,-0.066747,-0.170088,0.951625,-0.056567,-0.107002,-0.116774,-0.52644,1.719343,-0.561355,0.18748,W
-0.816395,-1.046609,-0.257892,0.127126,-1.262249,0.32716,0.336965,1.259646,-0.169874,-1.437555,0.034173,0.252922,-0.461648,0.659356,0.170825,-0.021068,X
0.22367,1.196471,0.146659,-0.140486,-0.362654,-0.841505,-0.349775,-0.327733,-1.243354,0.545921,0.616029,2.055638,2.714675,0.561343,1.075741,-0.765515,J
1.218136,-1.203506,0.3082,0.296681,0.366186,-0.310526,-0.408046,-0.506331,-1.080875,-0.178613,-0.204055,0.467798,-0.281294,-1.741212,-0.121452,-0.331966,E
1.607159,1.42921,1.833329,-1.535536,-3.533413,-0.397847,0.648077,-1.189323,-0.932908,-1.36904,0.412396,-0.04681,0.189876,0.260889,-0.329943,-0.553936,A
-0.63365,1.622348,-0.65648,-0.931366,-0.460183,1.103527,-1.324745,0.977273,-1.886722,-0.621562,1.232528,0.912273,1.683001,-0.489069,0.93645,0.075853,L
0.050277,0.47578,0.466165,-2.156025,0.026912,-0.998461,-0.991935,0.305008,0.09164,0.564647,-0.598408,0.184572,-2.291517,0.033178,-1.506821,-0.764641,W
0.79109,1.15137,-1.074961,0.239552,-0.705311,0.896746,-0.944961,-0.710503,1.864473,1.211025,0.380461,0.893157,-1.207273,-0.213344,0.481754,-1.034217,C
-0.367363,0.353234,-0.458865,-0.192855,0.439864,-0.162577,-0.686492,1.07474,-0.633996,-0.223387,0.301678,-0.67645,-0.209024,-0.521143,1.262352,2.450413,I
0.290073,0.421988,-0.856214,-0.587112,0.493927,0.001257,-0.710164,1.490617,-0.836916,-0.346473,0.157996,-0.797129,0.087881,-0.428812,1.76047,1.76701,I
-0.544924,0.594814,0.043863,0.868715,-0.746194,0.931378,1.031455,-1.954118,-1.312432,2.755278,0.663675,2.679424,1.256701,2.086053,0.301212,2.27887,J
1.418915,0.655039,1.042167,-0.718044,1.03792,0.694583,1.55559,0.538539,-1.661095,-0.49534,-1.715132,-0.112206,-1.498691,1.833969,1.065639,-0.761843,Y
1.104408,-0.251737,0.002828,0.435734,0.76297,0.522814,0.307059,-0.985263,-0.04614,-0.976756,-0.006304,1.095619,-0.642439,-0.50519,-0.081475,0.427431,G
1.147559,0.95667,0.453255,0.143899,-1.181971,-0.114546,1.500738,-0.06195,-1.716027,-0.574127,2.169525,1.011706,-0.356033,0.140845,-0.534206,-0.226783,A
0.527771,0.088689,0.761327,0.106021,-1.090335,0.201553,0.767186,-0.310974,-0.400052,-0.307733,-0.462307,-0.438296,-0.793763,-0.154467,-0.099426,1.057843,X
1.040956,-0.61728,0.279358,0.501884,-0.075531,0.282576,-0.807373,-0.952496,0.457808,1.756193,-0.119291,-1.30793,0.100647,0.223504,1.126458,-1.287035,O
0.375913,0.857092,-1.15683,0.075524,1.719124,1.043596,1.904802,-1.298241,0.159031,1.252605,0.340473,-0.770039,0.073994,0.96891,-2.049938,-0.007572,M
0.242318,0.695763,-0.749537,0.182605,-0.784856,-0.584815,0.534646,-1.172425,-1.199532,0.658239,-1.874654,1.334785,1.723478,-0.33736,0.356621,-0.463971,J
-0.800538,-0.880291,-0.222948,0.104482,-2.115816,0.322368,-0.020984,1.377867,0.516873,0.6397,0.411105,1.042195,0.223371,2.18688,-1.73502,0.144494,Y
-0.638747,1.15399,-2.048646,-0.624714,0.867731,0.784642,-1.005555,1.142548,0.755794,1.746924,0.892211,-0.391096,0.904434,-0.406573,-1.737747,0.143984,M
0.582968,0.518999,-0.352829,-0.762909,-0.295358,0.729528,-2.169443,0.295894,1.182937,0.604889,0.76554,0.639769,1.486793,0.439152,0.299944,-1.44866,H
-2.655999,-0.723044,-0.721763,0.435867,1.762789,0.739658,1.553699,-0.126403,0.16257,-1.517598,0.814511,1.268046,-1.547442,-0.658098,0.612519,-0.548154,C
1.13313,0.153096,-1.293717,2.267716,0.0206,-0.882223,0.302786,0.271493,0.505114,1.097637,-1.529888,-0.1781,0.609022,0.325188,-0.33657,-0.21311,E
0.009632,0.263162,-0.507709,0.035853,-0.01491,-0.154508,0.421765,-0.441844,0.786826,0.726325,-0.011249,0.865697,0.820676,0.75828,0.302965,-0.00502,O
0.194305,0.211101,-0.52621,-0.294584,0.837686,-1.042904,-0.58947,0.583923,-1.062446,-0.099946,-0.110962,1.137053,1.265581,-0.741008,0.748736,1.439486,I
0.24543,-0.038267,0.219529,0.013668,-0.109825,0.065447,-0.192482,-0.958216,0.278838,0.356559,0.56398,-0.675399,0.204312,0.697113,0.338594,-0.347862,O
0.804238,1.036696,0.68854,0.915847,1.611751,0.43618,-0.721178,0.125282,-0.696462,-4.120118,2.900191,-3.110656,-0.282443,1.594736,-1.710845,1.373212,L
0.796114,1.280698,-0.368761,0.152544,-1.703184,-0.615257,1.600535,1.573099,0.038377,-0.720006,1.436161,-0.807715,0.670333,-0.053204,0.257673,-0.018874,A
-0.494962,-2.464918,-2.874318,-0.312713,-2.485393,-1.380794,-0.538798,0.938365,0.816723,1.504784,-0.264067,-0.46951,-0.32664,1.107195,-2.298826,-0.799144,W
0.193996,1.582452,0.106148,-0.152278,0.240344,-0.248876,-1.97597,-1.275351,-0.796515,-4.32352,2.130734,-3.86986,0.361372,1.643795,0.287083,0.409419,L
0.708865,-0.923657,0.596558,1.680844,-1.219364,0.97286,0.964412,0.278906,0.651768,-0.073846,-0.608753,-2.113775,-0.573074,-0.120516,2.072958,-0.344509,S
-0.258742,-0.94818,0.127218,2.183652,0.367355,-0.103171,-1.366961,0.550523,0.158085,-0.202608,0.599629,0.122181,-0.637737,-1.505786,-0.484583,1.665807,Z
-0.187696,0.388194,0.115091,-0.826962,-0.118477,-2.119654,0.072265,-0.390915,0.207742,-0.611678,-1.314762,0.156134,-1.400061,0.402148,-1.977172,-0.292302,W
0.185928,-1.412048,0.224476,1.577241,-0.131324,0.862936,-0.023324,0.68585,-0.080741,0.853924,0.165618,-1.796514,0.322954,-1.134043,1.053151,0.380917,Z
-2.469832,2.365509,0.55786,1.451755,1.58366,0.816675,0.641329,0.300119,-1.101249,-0.531999,1.644356,-1.901005,-1.818597,-0.112661,-0.835244,-2.046346,U
-0.037732,0.581336,0.164357,0.572795,-0.433304,-0.009791,-0.646799,-0.543048,-1.808945,-0.453833,1.322593,-0.100445,0.247561,-1.089446,0.32198,0.177345,L
-1.086667,-0.930577,0.19909,0.694983,0.385811,0.771359,1.11039,-1.472929,-1.568465,-0.493797,0.626777,0.51618,-0.631301,-1.461152,1.271929,-1.91706,Q
1.108865,-0.193458,0.881009,0.881492,-0.472205,0.069842,-0.043203,1.19916,-0.932809,-0.426038,0.529977,-0.616704,-0.632352,0.395533,1.068912,-0.628547,I
1.074385,0.948618,0.442912,-0.055875,-1.378969,-0.055893,1.568385,-0.165643,-1.921125,-0.428859,1.840891,0.706328,-0.231569,0.235991,-0.163355,-0.147049,A
1.337035,0.751169,-1.710264,0.894559,0.394683,-0.444711,-0.189059,-0.37037,-0.881667,-0.749073,-1.043215,0.890282,-0.517422,-0.011766,-0.815221,0.490086,K
-2.180783,-0.817904,-0.460749,-0.141551,-0.56001,0.933839,-0.008903,0.461955,-0.294659,0.38727,0.159628,0.677099,1.633159,1.91798,-0.585528,1.610474,Q
0.290336,-0.072406,-0.749159,0.477322,0.011741,-0.077415,-0.629846,0.115915,-0.345107,-0.636787,0.7257,-0.58479,-0.379442,1.349448,0.582473,0.252339,G
1.047539,-0.455061,0.500377,-0.247136,0.482152,-1.33625,0.126199,0.426728,-0.16075,0.008641,-0.200598,0.298388,1.267614,-0.048818,-0.289517,-0.169582,F
-1.367836,-0.053822,0.732697,-1.203798,-1.670123,2.264398,-0.10894,0.686735,0.732329,-0.252473,0.836444,1.554733,0.16416,1.448177,-0.021226,0.505642,Q
-0.563674,-2.284968,-0.722372,0.560149,0.38975,0.000923,1.52657,-0.844552,-0.693533,0.021379,-0.705974,-1.162779,0.515125,-0.700815,1.693094,-0.228781,Q
1.165061,0.71568,-0.093534,0.597807,-0.666986,-0.978039,0.648293,-0.450171,-1.480571,1.357745,-0.179077,1.190421,1.131602,-0.662806,0.284845,0.67179,J
-0.620793,0.529974,-2.712732,0.090793,-0.020681,0.957403,0.255387,1.299686,0.493104,-0.139072,0.60327,-0.188798,0.066204,-1.016369,-1.574065,-0.580338,K
0.264293,0.273175,-1.161539,-0.198614,0.751509,-1.223474,0.033967,0.353083,-1.488477,0.070226,-1.147796,0.394662,1.768832,-0.194935,1.656213,1.414899,I
-0.46575,0.787364,-0.704465,0.476732,-0.032789,-0.524193,-1.092217,-0.326547,-0.104847,-0.11532,-0.796135,-0.086089,0.627533,0.93146,0.146676,-0.187628,U
1.058248,0.513174,-0.670989,-1.526905,0.011144,-0.813519,-0.879659,-0.990516,0.931939,0.472423,-0.973984,-0.474291,-0.436371,0.075452,0.202557,-0.32634,N
-0.725973,0.89437,0.470364,-1.784155,-1.892287,0.113084,-0.25351,-3.380139,0.414228,-1.297435,-1.413237,0.09506,-0.073162,0.085964,-0.326062,1.091096,K
0.628875,-0.326213,0.045631,-1.245726,0.684554,0.987111,-0.438458,-0.386853,1.100345,0.298105,0.28657,0.557654,0.455955,-1.770151,-0.318021,-0.567108,R
-1.91974,1.620106,-0.858633,0.189659,1.027874,-1.266608,0.536457,-1.166991,-1.516488,-1.259143,-1.505615,-0.158622,-1.434797,0.70263,-1.825382,-2.08229,W
-2.922137,-0.815178,1.318203,-0.453203,1.267685,-0.745897,-0.538943,0.640623,-1.179381,0.248983,1.197952,-1.057646,-2.556425,0.779419,0.028016,-1.978085,V
1.01854,0.871265,-0.289193,-2.187293,-1.662926,-0.200314,1.72049,-0.043567,-0.234798,-1.069656,1.001169,-0.514738,0.70672,0.750733,1.988134,-0.39113,A
0.098565,-0.642401,0.815992,-0.000461,0.727134,-0.607438,0.779392,0.372526,0.890164,-0.334573,-2.047291,-0.820231,2.633477,0.803548,0.655795,0.008706,P
0.239613,3.025232,2.6277,-1.135045,-0.837929,1.133017,-0.682994,1.710729,0.944463,1.257571,-1.853025,0.947565,-0.681423,-1.868612,0.689334,0.506256,T
1.495753,1.132682,-0.896382,1.456395,-0.449282,-0.618707,-0.467094,0.074875,-0.316761,0.692607,-0.783183,0.642263,-0.613956,-1.119202,-0.948055,-1.213207,K
0.868069,-1.434392,0.203459,0.06648,0.199186,1.27931,0.883466,-0.117168,0.93191,-0.954335,0.309763,-0.139145,0.431106,0.722008,0.3529,-1.79264,P
-0.239054,-0.677706,0.35873,0.215263,-0.131849,2.50829,0.25137,0.73607,-0.312587,-1.344646,-0.285014,0.382165,0.288975,-0.715042,-0.39474,-1.105143,L
-0.076676,-0.394115,0.446739,0.105833,-0.54146,1.087543,0.896994,0.272549,2.099657,0.837613,-0.019295,-1.427932,1.749414,-1.247448,1.002139,-0.027183,S
0.094953,0.333064,-1.117079,1.446541,0.57681,-0.241426,-0.704917,-1.338363,-0.239917,0.09687,-1.285326,1.504779,0.249532,0.825438,0.572922,-0.756075,C
0.573685,-0.263294,-0.070948,0.675254,1.55757,0.163383,-0.745022,-0.34965,0.947583,-0.047537,0.122424,-0.819375,1.187717,0.018737,-0.401942,0.17572,D
0.592577,-0.414022,0.584678,1.328091,0.839283,-0.295328,-0.705728,0.652341,0.674669,0.13946,1.124353,-0.667498,0.255316,-0.236195,-1.571571,0.902356,D
0.509847,0.81696,-0.626633,0.340251,-0.115183,0.466905,-0.897431,-0.345326,0.253064,-1.385062,0.329588,1.093584,-0.893117,-0.457741,1.136293,0.048598,I
-0.0071,-0.316746,-0.242272,0.000715,0.530609,0.834443,-0.916674,1.072783,-0.307395,-0.005126,0.097236,-1.269182,1.04325,-0.332417,0.422401,-0.764152,R
0.268711,0.54234,-1.762904,-0.044179,-0.736804,0.782762,0.056131,-0.565113,1.031238,1.355219,-0.334703,-0.409643,-0.180716,0.443214,0.570649,-1.070391,O
1.401196,0.666475,1.011135,-0.86474,1.202112,0.603695,1.112245,0.986606,-1.033522,0.258589,-1.428657,-0.332629,-1.897203,1.376193,1.678846,-0.966042,Y
0.455971,-1.549662,-0.496459,0.619516,-0.368672,0.894341,0.9945,0.101547,0.861207,0.021299,-0.03286,0.007985,-0.41834,0.810472,1.247787,-0.031463,S
-0.795258,-0.799669,0.130832,-1.26484,0.443939,1.061111,-0.60429,0.402358,-0.869055,-0.030558,1.14107,0.800191,1.26399,-1.647342,-0.686878,-1.200199,B
0.40939,-1.384609,-0.038668,0.3171,0.665409,1.082215,0.525407,0.06457,0.534107,-0.310888,-0.060738,-1.223795,0.746162,-0.143644,0.567398,0.236268,B
0.802547,0.579885,-0.891624,-1.135444,0.120887,0.757519,0.501408,-2.394061,-0.266701,-1.281978,-1.584572,-0.705387,-0.208911,0.501098,1.202888,0.066697,K
0.11094,-1.76375,-0.106032,0.622373,0.978507,1.130552,0.669644,-1.0788,1.017266,-0.673695,-0.167634,-1.05326,0.337101,-0.357797,0.452253,0.523126,B
-2.980888,2.932058,-1.383362,1.571362,-0.863293,0.164112,3.188374,-0.47139,-0.595424,-0.45928,2.143541,0.564372,-1.434359,-0.570468,0.438686,-0.675909,A
0.639488,1.224643,0.064577,1.656699,-1.324604,0.138931,0.875647,-0.11005,0.552622,-0.094124,0.765108,1.023914,0.212241,-0.369936,-1.226716,-1.1525,O
-1.859968,-0.776579,0.383867,0.573227,1.849904,-0.733503,0.681161,-0.972867,0.690077,-0.455283,0.127368,0.178279,-0.122039,-0.822608,0.817096,0.187632,C
-0.208037,0.836152,-0.946647,-1.290053,0.022811,-0.22277,-1.095991,-0.110902,0.427793,-0.157746,0.67478,-0.153957,0.171572,0.373039,-0.193163,0.962964,U
-0.734564,0.016847,-0.404404,-0.651024,0.495678,0.378766,-0.961749,1.197521,0.541652,0.315757,0.810762,-1.567685,1.828622,0.657048,0.365974,0.635223,D
0.311397,0.726597,0.21702,-0.768595,0.770433,-0.667339,1.253175,0.37223,0.063451,-0.652449,0.628878,0.627477,-1.757678,0.343275,-0.879293,1.908356,W
1.227364,1.929495,-1.487461,0.678481,0.755338,0.285954,1.18417,0.008942,-0.604217,0.794115,-0.821666,-0.221873,-0.195915,-1.254382,-1.499663,0.803894,M
-0.257305,-0.500586,0.596105,0.001974,-1.57487,0.164491,-1.0625,-1.55576,0.098152,1.431426,-0.064094,-0.824585,0.368844,0.649984,0.693988,0.184649,Q
-0.700667,0.37113,0.318844,0.843859,1.04548,-1.49341,-0.271735,1.110271,0.299258,-0.034738,-1.629894,-0.405016,1.212667,0.015429,1.084421,0.659019,T
1.685607,-0.350126,0.377811,1.854473,-0.553208,-0.747466,0.786305,0.393403,0.071429,0.150498,-0.491082,0.017438,-0.349335,-0.5687,-0.221373,-0.149025,S
0.614504,-0.363985,0.296186,-0.759411,-0.295711,0.564291,-0.198504,0.109889,0.590639,-0.161077,0.813061,0.342242,-0.960747,0.722883,0.02362,1.405889,Q
-1.375106,-0.503011,-0.496554,0.84325,1.089429,0.779171,1.127772,-1.392358,-2.152859,-1.290061,0.225838,1.876999,-1.014994,0.466782,0.552704,-2.287252,L
0.458149,0.232553,-1.117912,-1.094563,-0.919623,-0.471875,-0.096195,0.270242,-0.560233,-0.11495,-1.116418,-0.612686,-0.686035,0.293387,0.156656,0.406241,A
-1.270642,-0.308203,0.157073,-0.775912,-3.200203,1.914132,0.743551,-0.608092,0.444285,1.139836,-0.996681,-0.041093,-0.427202,0.94294,0.719566,0.537162,Q
-2.94871,0.76139,-0.310811,1.801301,-0.210583,-0.063069,1.768207,-1.21562,-1.258844,-0.788383,2.384141,2.465981,-0.978319,0.340914,1.510591,-1.73175,L
-1.792595,-0.189614,2.443666,1.397222,-0.691886,0.923653,-2.152389,-1.549626,-0.425128,0.638579,-0.871403,-1.863148,1.407537,-0.11958,-1.89004,0.708619,D
-0.362824,1.978083,-1.209476,0.018207,-2.429088,-0.962246,-1.950803,-0.497863,-0.368689,-1.773308,0.270705,-0.931176,0.558109,-0.025599,1.92929,0.306675,L
0.350072,-1.29909,-1.552493,-0.703746,-0.83998,-0.32866,0.075364,0.200946,1.398344,-0.028726,0.00277,-0.169986,0.240276,0.496292,-0.321653,-0.395053,M
0.596653,-0.377169,0.953725,0.422871,1.104496,0.974243,0.212383,0.314309,0.217602,0.141807,0.37117,-1.341287,1.04137,0.30359,-1.126317,-1.245375,D
-0.483478,0.375579,0.743923,0.575559,0.144723,0.743029,-0.826614,1.356663,-0.682826,-1.370901,1.244756,0.543872,-0.120812,0.331062,0.537763,-0.46936,I
0.187609,0.722872,0.24765,-0.165775,0.569802,-0.269031,-0.371458,0.492301,0.258692,-0.301246,1.172588,0.464492,-0.176874,0.248403,-0.183764,2.706122,I
0.120548,-0.035955,0.915732,1.587464,-0.05701,-1.677899,-0.051039,1.127491,0.084023,-0.652825,-1.432767,-0.028433,0.208296,0.743111,-0.453527,-0.069939,Y
-0.841255,-0.095605,3.350444,-0.947876,-0.754068,-0.254086,0.493129,-1.048254,2.122661,-1.124473,-1.211054,0.238047,2.084038,0.33697,-0.879441,0.288156,P
-0.597219,0.095576,0.582454,0.796114,1.405895,-0.786922,0.414401,0.062373,-0.502223,-0.656807,-2.243928,-0.269493,0.694537,1.121287,0.81103,-0.097393,Y
0.932524,-0.953183,-0.89684,-1.574621,0.530196,0.602429,0.076336,-0.330644,0.924982,-0.131482,-0.411439,0.317061,-0.419863,-0.167018,0.070132,-0.242974,M
0.845541,0.807674,-0.89729,0.179465,-0.633002,0.630136,-1.210465,-1.305889,1.424371,0.788594,-0.25208,-0.092203,-1.213394,-0.752348,2.129974,0.270406,C
-1.731732,0.511279,0.878356,-0.913948,1.023381,-1.86343,-0.252239,0.279584,-0.239577,-0.226999,-0.273147,0.141854,-2.853922,-0.019721,-1.123085,-2.105368,W
0.829459,0.09471,0.335988,0.063347,-0.11358,-0.084324,-0.035398,-0.34183,0.372598,0.086464,0.434232,0.052232,-0.315839,0.255255,-0.661991,1.434019,O
-0.298609,0.402921,-0.093163,-1.351257,0.080782,0.86881,-0.457567,-0.412767,0.820381,0.400302,0.070752,0.336034,0.310219,-2.606455,0.619182,0.355962,R
-0.358884,-0.263085,-0.188539,0.524074,0.750815,-0.254873,-0.993722,-0.218405,1.428544,0.460809,0.969447,-1.515046,1.032917,0.590541,0.29919,0.868489,D
0.568661,-0.524693,-0.697989,-1.033037,-0.084964,0.012998,0.00729,0.287133,1.550709,-0.179868,0.329269,0.51489,0.011984,0.253021,-0.427301,-0.656583,M
-3.232548,0.655659,-0.224993,-0.466449,0.414221,-0.477334,0.97365,-2.097983,1.048067,1.181019,1.333665,0.042801,-0.288284,-2.859379,0.378012,-1.21784,R
-0.60838,-0.511295,-2.851324,-0.018607,-0.765764,-0.158094,0.691537,1.095004,-0.020631,-0.226442,-0.808102,-0.182729,0.091943,1.073154,-0.707944,-0.674419,N
0.471868,-0.050848,-0.796427,0.442903,-0.307632,0.026026,-0.737426,-1.085894,0.064523,-0.85585,-0.385838,0.21554,-1.307804,-0.932246,-0.212643,0.333565,K
0.694025,-0.592941,-0.103928,1.401337,-0.372206,-1.394617,0.237828,0.383944,-0.216804,0.057273,-0.314585,0.666926,-0.431919,-0.148954,0.000493,0.795465,S
-1.368975,1.720748,1.335097,-0.152512,1.188576,0.611556,0.139779,-0.190105,-0.518973,-1.15378,-1.741101,0.756543,0.051676,0.489838,0.085169,-0.691012,V
-0.198609,1.127292,0.113027,-1.157817,0.84246,0.675483,0.475069,0.546366,-0.45949,-0.189895,-1.970418,0.454542,-0.18122,0.827687,1.421312,0.177895,V
-0.127935,-0.16275,-0.287093,0.830661,-1.473215,0.474007,-0.565676,-0.806954,-0.954911,0.501485,0.312321,1.279646,0.361077,-1.672079,0.092728,-1.124949,Z
0.60837,0.639195,0.21309,-0.951576,0.845233,0.566027,-1.072522,2.075132,-0.316812,-0.147662,-0.293948,0.272037,-1.904129,0.63546,1.071094,-0.261458,Y
-0.293938,-0.528282,-0.523867,-0.64784,1.464376,1.959361,-0.903839,2.131247,1.42431,-0.400502,1.504686,0.562991,2.338478,0.150488,0.274682,-0.649557,B
0.564947,0.430832,0.501893,-0.563511,0.140366,-0.519846,0.879371,-1.542578,1.258028,0.574621,0.872988,-0.11605,-0.811163,1.078217,-1.197378,1.662684,N
-1.944083,0.268129,-1.77461,-1.575075,0.131858,-1.603001,-0.342393,-0.270712,-0.592464,-1.374544,-2.139634,-0.286831,0.390848,1.143712,-0.703604,0.845746,W
-0.036089,-0.961842,-1.643435,1.12013,-0.096137,0.496915,-0.622002,-0.266902,0.292972,1.477558,-0.925432,-0.715077,0.289407,0.364054,1.182649,0.665762,E
-1.349262,-0.329186,1.029548,0.985715,-0.044092,-1.707704,-0.422269,1.664084,-0.046244,0.428709,-1.078541,-0.66564,0.8052,0.708242,0.689055,0.478601,T
-0.062217,0.058733,-0.639941,0.385527,-0.098652,-0.475137,0.735513,-1.718277,-0.567368,2.897324,1.870099,2.084929,1.097852,1.388275,1.46988,1.43595,J
0.152818,-0.976794,0.193836,-0.254805,-0.116388,1.436217,-1.045414,-1.645366,-0.18295,0.171399,-0.328523,-0.940219,-0.239946,-0.349018,1.595202,-0.344744,G
1.681301,-1.287592,1.502313,-0.854725,-0.080852,-1.516769,0.572168,-0.0921,0.292851,-1.010612,0.143377,0.245556,0.967446,0.305683,-0.216895,-0.184484,P
0.008461,2.590607,-1.39114,-0.494409,-0.834603,-0.270165,-1.975363,0.519862,0.928684,-1.973427,2.164753,-2.256102,1.473199,0.591045,1.58417,0.46812,L
1.000769,-1.450383,0.91452,1.118275,-0.352505,0.816215,0.899896,-0.677828,1.428665,-0.456346,-0.063911,0.001152,-0.447831,-0.671107,-1.001416,0.501102,B
-0.203899,-0.758551,-0.07188,-1.513968,-1.1852,1.196326,-0.536815,-0.833439,-0.119032,-0.194214,0.175635,1.16857,0.35026,1.413801,0.599648,1.661693,Q
-0.690893,0.95136,-0.478344,-0.134476,0.603428,-0.770847,-0.05496,1.5425,-0.553255,0.059255,1.009592,0.248076,0.927983,-0.722363,0.878082,2.161625,J
1.43486,-0.357694,-0.341817,0.433161,0.366827,-1.503541,-0.282728,0.255723,-0.062782,0.469546,0.806179,0.286828,-0.106189,-0.540357,-0.814602,0.105512,H
-1.70845,1.444692,0.198496,-0.594003,0.125566,1.382869,0.322075,-1.849358,-0.072592,2.620872,-1.011047,-1.099517,0.925863,0.663134,-2.082187,1.551214,M
-0.801269,-0.90449,0.574004,0.100154,0.560117,-2.015062,-0.228236,0.995309,0.581022,0.087208,-0.526767,0.27958,0.451554,1.554028,0.240345,0.600526,T
-0.276258,-0.527259,0.809102,0.006431,0.944738,-0.022608,-0.109302,1.259685,-0.071568,-0.565341,-1.559056,-0.595012,1.989485,0.220486,1.027548,0.295879,P
-0.94688,-1.259308,-0.198659,-1.019323,2.243487,1.584419,1.977331,-0.575897,-0.450384,-1.616249,0.349315,0.91677,-1.969562,-0.965477,1.306474,-0.051469,C
-3.350827,1.888335,0.190866,-1.599449,-0.224828,-1.638802,-1.584568,0.030668,2.242914,1.597905,1.536561,-0.460365,-2.647705,-1.424152,0.35953,-2.381909,M
-0.646577,0.112678,0.710116,-1.504313,-1.31441,2.06739,0.08744,0.509192,1.322732,-0.011789,0.371147,1.45433,-1.367464,0.243045,0.606575,0.35575,Q
0.336744,0.671482,-0.00957,-0.20476,0.851061,-0.387222,-0.249011,0.518206,0.36499,-0.285152,1.257361,0.320802,-0.229343,0.240777,0.165512,2.48414,I
0.678474,1.031016,-0.7022,-0.187571,-0.910174,-0.296318,-1.568154,-0.043713,-1.304693,-1.187361,0.993127,0.032398,0.755761,-0.133051,1.166392,0.080994,L
1.053904,0.985121,-0.420931,-0.531073,0.065824,0.140298,0.17402,0.843046,0.063231,0.048112,0.475013,-0.285112,-0.277534,0.710628,-0.071854,0.396953,U
-0.021848,-0.017457,0.406135,-0.077065,0.609991,-0.362059,-1.384314,1.182989,0.177671,0.308039,-0.89631,0.78007,-0.800551,0.588894,-0.50032,1.440389,T
0.180341,0.115505,-0.93203,-0.933815,0.936638,-1.66302,0.335696,-0.411619,-0.527539,-1.431863,-1.605263,0.358101,-1.025825,0.656817,-1.345953,0.121013,W
-0.514735,3.333308,-2.292484,-0.112297,0.567837,0.556583,2.314161,-0.841227,-1.00111,0.260639,1.045774,-0.83777,-0.089037,-2.120825,-0.881106,-1.160272,M
